Koordinatensystem : Lambert konform konisch
Rechtswert        : 3831500 Meter
Hochwert          : 2751500 Meter
Hoehenlage        : 79 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3831500 2751500  1  1  1   0.7 1019 124  0.9 7  3.8  94    0    0 280 -309  1
3831500 2751500  1  1  2   0.4 1019 115  1.0 7  3.7  95    0    0 286 -308  1
3831500 2751500  1  1  3   0.0 1019 128  1.1 6  3.6  96    0    0 289 -308  1
3831500 2751500  1  1  4  -0.2 1018 153  1.2 5  3.6  96    0    0 267 -308  1
3831500 2751500  1  1  5  -0.4 1018 172  1.3 5  3.5  96    0    0 242 -308  1
3831500 2751500  1  1  6  -0.4 1018 224  1.3 5  3.5  95    0    0 247 -308  1
3831500 2751500  1  1  7  -0.5 1018 206  1.6 8  3.5  95    0    0 271 -309  1
3831500 2751500  1  1  8  -1.0 1018 191  1.4 7  3.4  95    0    0 279 -309  1
3831500 2751500  1  1  9  -1.0 1018 143  1.1 3  3.3  95    0    4 253 -309  1
3831500 2751500  1  1 10  -0.5 1018 131  1.3 3  3.4  95    5   41 234 -310  1
3831500 2751500  1  1 11  -0.1 1017  87  1.1 2  3.5  95   19   91 230 -311  1
3831500 2751500  1  1 12   0.9 1017  89  1.2 5  3.7  96   38  127 241 -312  1
3831500 2751500  1  1 13   1.9 1017 111  1.4 3  4.0  96   76  142 248 -314  1
3831500 2751500  1  1 14   3.5 1016  86  1.0 2  4.1  90   67  128 240 -314  1
3831500 2751500  1  1 15   2.7 1016  59  1.5 2  4.0  84   24   87 238 -314  1
3831500 2751500  1  1 16   1.7 1016  80  1.0 4  3.8  86    0   23 244 -313  1
3831500 2751500  1  1 17   1.3 1016  79  1.5 5  3.8  90    0    0 253 -310  1
3831500 2751500  1  1 18   1.3 1016  89  1.6 7  3.7  90    0    0 260 -306  1
3831500 2751500  1  1 19   0.5 1016  70  1.7 7  3.6  90    0    0 264 -304  1
3831500 2751500  1  1 20   0.4 1016  69  2.0 7  3.5  90    0    0 262 -303  1
3831500 2751500  1  1 21   0.4 1016  94  1.7 5  3.5  89    0    0 256 -302  1
3831500 2751500  1  1 22   0.2 1016  96  1.8 5  3.5  90    0    0 250 -302  1
3831500 2751500  1  1 23  -0.2 1016  66  1.7 3  3.4  90    0    0 244 -304  1
3831500 2751500  1  1 24  -0.4 1016  84  1.5 5  3.3  89    0    0 243 -306  1
3831500 2751500  1  2  1  -0.5 1016  69  1.4 4  3.3  90    0    0 247 -308  1
3831500 2751500  1  2  2  -0.8 1016  67  1.3 3  3.3  91    0    0 238 -308  1
3831500 2751500  1  2  3  -0.5 1016  96  1.1 3  3.2  89    0    0 233 -309  1
3831500 2751500  1  2  4  -0.4 1016  80  1.5 1  3.2  86    0    0 226 -310  1
3831500 2751500  1  2  5  -0.9 1016  89  1.8 4  3.1  86    0    0 229 -311  1
3831500 2751500  1  2  6  -1.1 1015  84  1.4 4  3.0  86    0    0 240 -310  1
3831500 2751500  1  2  7  -1.2 1015  62  1.1 2  2.9  85    0    0 230 -308  1
3831500 2751500  1  2  8  -1.7 1015  59  1.3 1  2.9  86    0    0 217 -306  1
3831500 2751500  1  2  9  -1.7 1015  60  1.8 0  2.9  86    0    6 208 -304  1
3831500 2751500  1  2 10  -0.9 1015  67  1.8 1  2.9  85   18   41 208 -304  1
3831500 2751500  1  2 11   0.0 1014  59  2.0 2  3.0  82   90   68 217 -305  1
3831500 2751500  1  2 12   0.8 1014  63  2.8 2  3.1  79  140   79 223 -308  1
3831500 2751500  1  2 13   1.7 1013  80  3.8 1  3.2  76  185   70 222 -311  1
3831500 2751500  1  2 14   1.6 1012  63  4.0 1  3.1  72  117   85 217 -313  1
3831500 2751500  1  2 15   1.4 1011  82  4.4 4  3.0  72   14   70 229 -313  1
3831500 2751500  1  2 16   1.1 1011  91  4.0 3  3.0  72    0    9 236 -311  1
3831500 2751500  1  2 17   0.9 1011  79  3.7 4  3.0  72    0    0 235 -308  1
3831500 2751500  1  2 18   0.3 1010  72  3.9 2  2.9  72    0    0 229 -305  1
3831500 2751500  1  2 19   0.2 1009  76  4.2 2  2.8  71    0    0 220 -303  1
3831500 2751500  1  2 20   0.8 1009  78  3.9 2  2.7  69    0    0 220 -301  1
3831500 2751500  1  2 21   0.8 1008  87  4.0 1  2.7  66    0    0 217 -301  1
3831500 2751500  1  2 22   0.9 1008  90  4.8 6  2.6  65    0    0 233 -302  1
3831500 2751500  1  2 23   1.1 1007  91  4.6 6  2.6  63    0    0 255 -302  1
3831500 2751500  1  2 24   0.9 1006  85  4.7 4  2.6  63    0    0 248 -301  1
3831500 2751500  1  3  1   1.1 1006  84  5.4 8  2.6  62    0    0 259 -301  1
3831500 2751500  1  3  2   0.9 1005  88  5.6 8  2.5  62    0    0 280 -302  1
3831500 2751500  1  3  3   0.9 1004  89  5.2 8  2.6  63    0    0 281 -301  1
3831500 2751500  1  3  4   0.8 1003  90  4.7 7  2.6  63    0    0 277 -299  1
3831500 2751500  1  3  5   1.1 1003  85  5.1 7  2.5  62    0    0 273 -297  1
3831500 2751500  1  3  6   0.6 1002  82  5.1 7  2.5  62    0    0 274 -296  1
3831500 2751500  1  3  7   0.7 1001  77  4.8 7  2.5  63    0    0 273 -294  1
3831500 2751500  1  3  8   0.5 1000  92  4.7 7  2.5  62    0    0 273 -293  1
3831500 2751500  1  3  9  -0.1 1000  79  4.5 8  2.5  64    0    0 276 -292  1
3831500 2751500  1  3 10   0.3 1000  80  4.5 7  2.5  64    0   31 276 -291  1
3831500 2751500  1  3 11   0.1  999  72  4.2 5  2.5  64   31  100 265 -293  1
3831500 2751500  1  3 12   0.8  999  75  4.2 6  2.5  63   31  128 263 -296  1
3831500 2751500  1  3 13   1.0  999  87  3.8 4  2.6  62   79  147 260 -300  1
3831500 2751500  1  3 14   1.4  998  80  3.1 4  2.6  62   36  127 252 -303  1
3831500 2751500  1  3 15   1.3  998  79  3.3 6  2.6  62   14   83 262 -305  1
3831500 2751500  1  3 16   1.0  998  79  3.0 7  2.6  63    1   29 275 -305  1
3831500 2751500  1  3 17   1.3  998  71  3.1 6  2.6  63    0    0 275 -305  1
3831500 2751500  1  3 18   1.3  998  81  3.5 7  2.7  63    0    0 275 -304  1
3831500 2751500  1  3 19   1.5  998  66  3.3 8  2.7  64    0    0 283 -304  1
3831500 2751500  1  3 20   1.3  999  73  3.0 8  2.8  66    0    0 287 -305  1
3831500 2751500  1  3 21   1.3  999  63  2.8 8  2.9  68    0    0 287 -306  1
3831500 2751500  1  3 22   1.5  999  65  2.8 8  2.8  67    0    0 286 -306  1
3831500 2751500  1  3 23   1.3  999  63  3.1 8  2.9  68    0    0 286 -306  1
3831500 2751500  1  3 24   1.4  999  68  2.7 8  2.9  69    0    0 285 -306  1
3831500 2751500  1  4  1   1.5  999  64  2.9 8  2.9  67    0    0 285 -307  1
3831500 2751500  1  4  2   1.3 1000  70  2.8 8  2.9  67    0    0 284 -308  1
3831500 2751500  1  4  3   1.3 1000  66  2.6 7  2.8  68    0    0 278 -309  1
3831500 2751500  1  4  4   1.7 1000  74  2.8 6  2.8  66    0    0 270 -308  1
3831500 2751500  1  4  5   1.4 1000  53  2.6 8  2.8  65    0    0 274 -307  1
3831500 2751500  1  4  6   1.5 1001  69  2.0 8  2.7  64    0    0 280 -306  1
