Koordinatensystem : Lambert konform konisch
Rechtswert        : 3965500 Meter
Hochwert          : 2726500 Meter
Hoehenlage        : 184 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3965500 2726500  1  1  1  -1.4  972 338  2.9 7  3.2  90    0    0 271 -298  0
3965500 2726500  1  1  2  -1.8  972   0  3.2 8  3.2  90    0    0 278 -297  0
3965500 2726500  1  1  3  -2.0  972 347  3.4 8  3.1  90    0    0 286 -296  0
3965500 2726500  1  1  4  -2.0  972 351  3.3 7  3.1  91    0    0 278 -295  0
3965500 2726500  1  1  5  -2.1  972 350  3.2 7  3.1  91    0    0 271 -295  0
3965500 2726500  1  1  6  -2.3  972   6  3.0 7  3.1  91    0    0 271 -294  0
3965500 2726500  1  1  7  -2.5  972   3  3.1 8  3.0  91    0    0 279 -293  0
3965500 2726500  1  1  8  -2.4  972 349  3.5 8  3.0  90    0    0 287 -293  0
3965500 2726500  1  1  9  -2.3  973 350  2.9 8  2.9  88    0    4 286 -293  0
3965500 2726500  1  1 10  -2.3  973 353  3.2 8  2.9  86    1   34 285 -293  0
3965500 2726500  1  1 11  -2.0  973   6  2.7 7  2.9  85    0   51 279 -294  0
3965500 2726500  1  1 12  -1.9  974 345  3.1 7  2.9  84    0   71 271 -296  0
3965500 2726500  1  1 13  -1.9  974 352  2.6 8  2.9  83    0   61 279 -297  0
3965500 2726500  1  1 14  -1.9  974   3  3.3 8  2.9  84    0   59 288 -298  0
3965500 2726500  1  1 15  -2.2  975 343  3.1 6  2.9  86    3   69 273 -298  0
3965500 2726500  1  1 16  -2.3  975 340  2.8 8  3.0  89    2   33 273 -298  0
3965500 2726500  1  1 17  -2.5  976 337  2.5 8  3.0  90    0    0 288 -297  0
3965500 2726500  1  1 18  -2.2  977 338  2.6 8  2.9  89    0    0 288 -297  0
3965500 2726500  1  1 19  -2.2  978 348  2.4 7  2.9  88    0    0 281 -297  0
3965500 2726500  1  1 20  -2.4  978 329  2.9 8  2.9  87    0    0 280 -297  0
3965500 2726500  1  1 21  -2.4  979 338  2.8 7  2.9  87    0    0 277 -297  0
3965500 2726500  1  1 22  -2.3  980 327  2.7 7  2.8  86    0    0 267 -297  0
3965500 2726500  1  1 23  -2.3  981 309  2.4 8  2.9  86    0    0 274 -297  0
3965500 2726500  1  1 24  -2.1  982 318  2.5 7  2.9  87    0    0 273 -297  0
3965500 2726500  1  2  1  -2.4  983 315  2.0 8  2.9  89    0    0 272 -296  0
3965500 2726500  1  2  2  -2.3  983 306  2.7 7  2.9  89    0    0 271 -296  0
3965500 2726500  1  2  3  -2.5  984 307  2.5 7  2.9  88    0    0 263 -295  0
3965500 2726500  1  2  4  -2.5  985 306  2.0 7  2.8  87    0    0 262 -294  0
3965500 2726500  1  2  5  -2.6  986 307  1.4 7  2.8  86    0    0 262 -294  0
3965500 2726500  1  2  6  -2.8  987 299  2.2 7  2.7  86    0    0 260 -293  0
3965500 2726500  1  2  7  -3.0  988 324  1.9 8  2.7  85    0    0 264 -292  0
3965500 2726500  1  2  8  -3.2  989 325  2.6 8  2.6  84    0    0 269 -293  0
3965500 2726500  1  2  9  -3.4  990 297  1.9 8  2.5  82    0    4 268 -294  0
3965500 2726500  1  2 10  -3.6  991 287  1.5 8  2.4  79   16   42 265 -295  0
3965500 2726500  1  2 11  -3.6  992 277  1.2 8  2.3  76    3   63 263 -297  0
3965500 2726500  1  2 12  -4.1  993 295  1.6 8  2.2  76    1   77 262 -297  0
3965500 2726500  1  2 13  -3.6  994 346  0.9 8  2.2  76    2   86 263 -296  0
3965500 2726500  1  2 14  -3.6  994 161  0.5 5  2.2  74   58  100 247 -296  0
3965500 2726500  1  2 15  -3.5  994 161  1.1 3  2.2  75   93   62 221 -296  0
3965500 2726500  1  2 16  -4.0  995 183  1.2 4  2.3  78   17   33 217 -295  0
3965500 2726500  1  2 17  -3.7  995 177  1.6 6  2.3  80    0    0 231 -292  0
3965500 2726500  1  2 18  -3.6  996 163  2.0 8  2.4  81    0    0 247 -288  0
3965500 2726500  1  2 19  -3.1  996 153  2.5 8  2.5  84    0    0 254 -284  0
3965500 2726500  1  2 20  -2.6  996 160  3.4 6  2.7  87    0    0 248 -278  0
3965500 2726500  1  2 21  -2.5  996 167  3.2 6  2.8  88    0    0 240 -271  0
3965500 2726500  1  2 22  -2.1  996 180  3.2 7  2.8  87    0    0 244 -271  0
3965500 2726500  1  2 23  -1.8  996 191  2.9 7  2.9  86    0    0 248 -276  0
3965500 2726500  1  2 24  -1.6  996 160  3.8 6  2.9  86    0    0 244 -274  0
3965500 2726500  1  3  1  -1.8  996 173  2.7 7  2.9  86    0    0 241 -272  0
3965500 2726500  1  3  2  -1.7  996 193  3.7 7  2.9  87    0    0 242 -271  0
3965500 2726500  1  3  3  -1.8  995 176  2.6 6  3.0  89    0    0 239 -272  0
3965500 2726500  1  3  4  -1.6  995 164  2.1 7  3.0  90    0    0 239 -274  0
3965500 2726500  1  3  5  -1.2  995 140  2.6 7  3.0  88    0    0 244 -277  0
3965500 2726500  1  3  6  -1.3  995 147  2.2 8  3.0  87    0    0 248 -281  0
3965500 2726500  1  3  7  -1.4  994 165  2.4 8  3.0  87    0    0 253 -286  0
3965500 2726500  1  3  8  -1.7  994 167  1.9 7  3.1  90    0    0 250 -288  0
3965500 2726500  1  3  9  -1.8  994 164  1.3 7  3.1  92    0    4 247 -289  0
3965500 2726500  1  3 10  -1.6  994 172  1.1 6  3.2  93   10   54 243 -291  0
3965500 2726500  1  3 11  -1.3  995 166  1.2 7  3.3  94    3   74 244 -293  0
3965500 2726500  1  3 12  -1.9  995 333  2.2 6  3.2  92    2   89 245 -295  0
3965500 2726500  1  3 13  -3.3  995 314  2.8 8  2.8  89    0   51 246 -298  0
3965500 2726500  1  3 14  -3.6  995   3  2.1 7  2.6  87    0   61 249 -299  0
3965500 2726500  1  3 15  -3.8  996 314  2.8 7  2.5  84    0   30 244 -300  0
3965500 2726500  1  3 16  -3.7  996 312  2.9 8  2.4  82    0   11 248 -301  0
3965500 2726500  1  3 17  -4.1  997 324  3.2 8  2.4  83    0    0 252 -300  0
3965500 2726500  1  3 18  -3.9  997 336  3.5 8  2.4  84    0    0 252 -299  0
3965500 2726500  1  3 19  -4.0  997 343  2.9 8  2.4  84    0    0 251 -298  0
3965500 2726500  1  3 20  -4.0  998 323  2.6 8  2.4  84    0    0 249 -297  0
3965500 2726500  1  3 21  -4.1  998 345  2.6 8  2.4  84    0    0 249 -295  0
3965500 2726500  1  3 22  -3.8  998   8  2.0 7  2.4  84    0    0 245 -293  0
3965500 2726500  1  3 23  -4.0  999 352  1.9 7  2.4  84    0    0 242 -293  0
3965500 2726500  1  3 24  -4.0  998 337  1.6 7  2.4  85    0    0 242 -293  0
3965500 2726500  1  4  1  -4.0  999 333  1.7 8  2.5  86    0    0 246 -294  0
3965500 2726500  1  4  2  -4.3  998 331  2.0 8  2.4  86    0    0 249 -295  0
3965500 2726500  1  4  3  -4.3  997 347  1.7 8  2.4  85    0    0 248 -292  0
3965500 2726500  1  4  4  -4.4  997 335  1.1 8  2.4  85    0    0 247 -285  0
3965500 2726500  1  4  5  -4.8  997 306  1.5 8  2.3  83    0    0 245 -277  0
3965500 2726500  1  4  6  -4.9  996 307  1.5 8  2.2  82    0    0 243 -268  0
3965500 2726500  1  4  7  -5.2  996 308  1.7 8  2.2  83    0    0 242 -261  0
3965500 2726500  1  4  8  -5.3  996 310  1.4 8  2.2  83    0    0 241 -256  0
3965500 2726500  1  4  9  -5.5  996 296  1.1 8  2.1  83    0    5 239 -253  0
3965500 2726500  1  4 10  -5.3  995 299  1.0 8  2.1  82    0   36 238 -250  0
3965500 2726500  1  4 11  -5.2  995  46  0.8 8  2.1  81    0   46 240 -249  0
3965500 2726500  1  4 12  -5.5  995 238  2.0 7  2.1  80    0   84 236 -249  0
3965500 2726500  1  4 13  -5.0  994 279  1.8 7  2.1  79    2   99 234 -251  0
3965500 2726500  1  4 14  -4.9  995 174  1.3 8  2.1  78    0   66 241 -254  0
3965500 2726500  1  4 15  -5.1  994 184  1.1 7  2.0  77    7   82 242 -255  0
3965500 2726500  1  4 16  -5.7  993 147  0.6 6  2.0  78    3   37 233 -254  0
3965500 2726500  1  4 17  -8.2  992 215  0.7 4  1.9  82    0    0 217 -254  0
3965500 2726500  1  4 18  -7.4  992 153  1.1 4  1.9  86    0    0 207 -258  0
3965500 2726500  1  4 19  -6.7  992 142  1.8 5  2.0  86    0    0 215 -262  0
3965500 2726500  1  4 20  -8.1  992 160  2.2 4  1.9  85    0    0 214 -264  0
3965500 2726500  1  4 21  -7.2  992 160  2.3 4  1.8  84    0    0 209 -265  0
3965500 2726500  1  4 22  -6.9  991 149  2.9 6  1.9  84    0    0 218 -267  0
3965500 2726500  1  4 23  -7.7  991 152  2.7 6  1.9  84    0    0 226 -269  0
3965500 2726500  1  4 24  -7.9  991 159  2.5 5  1.8  84    0    0 221 -271  0
3965500 2726500  1  5  1  -8.6  991 161  2.4 5  1.8  85    0    0 216 -272  0
3965500 2726500  1  5  2  -8.2  990 163  2.3 3  1.7  85    0    0 208 -274  0
3965500 2726500  1  5  3  -9.2  989 153  1.9 3  1.7  86    0    0 198 -274  0
3965500 2726500  1  5  4  -9.1  989 148  1.7 3  1.7  87    0    0 197 -274  0
3965500 2726500  1  5  5  -9.4  989 143  2.1 3  1.7  87    0    0 195 -276  0
3965500 2726500  1  5  6 -10.0  989 149  2.0 4  1.6  86    0    0 197 -276  0
3965500 2726500  1  5  7  -9.2  988 150  2.2 6  1.6  86    0    0 210 -275  0
