scenario;category;metric;device;year;value;unit
residential2;optimization;tac_distr;;;171246;EUR/a
residential2;optimization;co2_distr;;;2105;t/a
residential2;optimization;tac_per_distr_year;;0;199182;EUR/a
residential2;optimization;co2_sum_distr_year;;0;1425;t/a
residential2;optimization;LCOE_year;;0;61.28577945600243;EUR/MWh
residential2;optimization;tac_per_distr_year;;5;169763;EUR/a
residential2;optimization;co2_sum_distr_year;;5;397;t/a
residential2;optimization;LCOE_year;;5;58.31572924587345;EUR/MWh
residential2;optimization;tac_per_distr_year;;10;156975;EUR/a
residential2;optimization;co2_sum_distr_year;;10;177;t/a
residential2;optimization;LCOE_year;;10;58.31039045906368;EUR/MWh
residential2;optimization;tac_per_distr_year;;15;140451;EUR/a
residential2;optimization;co2_sum_distr_year;;15;90;t/a
residential2;optimization;LCOE_year;;15;56.26399483798168;EUR/MWh
residential2;optimization;tac_per_distr_year;;20;132647;EUR/a
residential2;optimization;co2_sum_distr_year;;20;15;t/a
residential2;optimization;LCOE_year;;20;57.65805956172702;EUR/MWh
residential2;cost;co2_tax_total;;;0;EUR/a
residential2;cost;total_inv_cost;;;936276;EUR/a
residential2;cost;total_inv_cost_unsubsidized;;;1109558;EUR/a
residential2;cost;total_ann_inv_cost;;;64605;EUR/a
residential2;cost;total_ann_inv_cost_unsubsidized;;;77409;EUR/a
residential2;cost;total_om_cost;;;19456;EUR/a
residential2;cost;supply_costs_el;;;110413;EUR/a
residential2;cost;cap_costs_el;;;0;EUR/a
residential2;cost;total_el_costs;;;110413;EUR/a
residential2;cost;rev_feed_in_el;;;0;EUR/a
residential2;cost;supply_costs_gas;;;0;EUR/a
residential2;cost;cap_costs_gas;;;0;EUR/a
residential2;cost;total_gas_costs;;;0;EUR/a
residential2;cost;rev_feed_in_gas;;;0;EUR/a
residential2;cost;supply_costs_biom;;;68;EUR/a
residential2;cost;supply_costs_waste;;;0;EUR/a
residential2;cost;supply_costs_hydrogen;;;0;EUR/a
residential2;co2;co2_onsite_emissions;;;0;t/a
residential2;co2;co2_credit_feedin;;;0;t/a
residential2;co2;total_co2_el;;;0.0;t/a
residential2;co2;total_co2_el_feed_in;;;0.0;t/a
residential2;co2;total_co2_gas;;;0;t/a
residential2;co2;total_co2_gas_feed_in;;;0;t/a
residential2;co2;total_co2_biom;;;0;t/a
residential2;co2;total_co2_waste;;;0;t/a
residential2;co2;total_co2_hydrogen;;;0;t/a
residential2;grid;from_el_grid_total;;;19663;MWh
residential2;grid;to_el_grid_total;;;0;MWh
residential2;grid;from_el_main_grid_total;;;15768;MWh
residential2;grid;to_el_main_grid_total;;;0;MWh
residential2;grid;from_network_total;;;3894;MWh
residential2;grid;to_network_total;;;0;MWh
residential2;grid;from_gas_grid_total;;;0;MWh
residential2;grid;to_gas_grid_total;;;0;MWh
residential2;grid;biom_import_total;;;6;MWh
residential2;grid;waste_import_total;;;0;MWh
residential2;grid;hydrogen_import_total;;;0;MWh
residential2;grid;max_el_from_grid;;;339;kW
residential2;grid;max_el_to_grid;;;0;kW
residential2;grid;max_el_from_main_grid;;;339;kW
residential2;grid;max_el_to_main_grid;;;0;kW
residential2;grid;max_el_from_network;;;280;kW
residential2;grid;max_el_to_network;;;0;kW
residential2;grid;max_gas_from_grid;;;0;kW
residential2;grid;max_gas_to_grid;;;0;kW
residential2;grid;max_biom;;;148;
residential2;grid;max_waste;;;0;
residential2;grid;max_hydrogen;;;0;
residential2;area;PV;PV;;0;qm
residential2;area;STC;STC;;0;qm
residential2;storage_volume;vol_liter;TES;;40096.3;l
residential2;storage_volume;vol_liter;CTES;;0;l
residential2;device;capacity;HP;;544.9;kW
residential2;device_cost;inv;HP;;246691.82;EUR
residential2;device_cost;inv_unsubsidized;HP;;411153.04;EUR
residential2;device_cost;ann_inv;HP;;18135.98;EUR/a
residential2;device_cost;ann_inv_unsubsidized;HP;;30226.63;EUR/a
residential2;device_cost;om_cost;HP;;13568.05;EUR/a
residential2;device;capacity;EB;;65.4;kW
residential2;device_cost;inv;EB;;29519.29;EUR
residential2;device_cost;inv_unsubsidized;EB;;29519.29;EUR
residential2;device_cost;ann_inv;EB;;2170.16;EUR/a
residential2;device_cost;ann_inv_unsubsidized;EB;;2170.16;EUR/a
residential2;device_cost;om_cost;EB;;295.19;EUR/a
residential2;device;capacity;BCHP;;52.1;kW
residential2;device_cost;inv;BCHP;;59964.69;EUR
