scenario;category;metric;device;year;value;unit
ghd6;optimization;tac_distr;;;609111;EUR/a
ghd6;optimization;co2_distr;;;7321;t/a
ghd6;optimization;tac_per_distr_year;;0;698599;EUR/a
ghd6;optimization;co2_sum_distr_year;;0;4957;t/a
ghd6;optimization;LCOE_year;;0;89.31388671653684;EUR/MWh
ghd6;optimization;tac_per_distr_year;;5;606979;EUR/a
ghd6;optimization;co2_sum_distr_year;;5;1413;t/a
ghd6;optimization;LCOE_year;;5;83.39399575972254;EUR/MWh
ghd6;optimization;tac_per_distr_year;;10;561412;EUR/a
ghd6;optimization;co2_sum_distr_year;;10;626;t/a
ghd6;optimization;LCOE_year;;10;82.31474531013043;EUR/MWh
ghd6;optimization;tac_per_distr_year;;15;507230;EUR/a
ghd6;optimization;co2_sum_distr_year;;15;324;t/a
ghd6;optimization;LCOE_year;;15;78.74847815689917;EUR/MWh
ghd6;optimization;tac_per_distr_year;;20;494183;EUR/a
ghd6;optimization;co2_sum_distr_year;;20;0;t/a
ghd6;optimization;LCOE_year;;20;81.40683353890654;EUR/MWh
ghd6;cost;co2_tax_total;;;0;EUR/a
ghd6;cost;total_inv_cost;;;1949728;EUR/a
ghd6;cost;total_inv_cost_unsubsidized;;;2482625;EUR/a
ghd6;cost;total_ann_inv_cost;;;135908;EUR/a
ghd6;cost;total_ann_inv_cost_unsubsidized;;;175426;EUR/a
ghd6;cost;total_om_cost;;;50245;EUR/a
ghd6;cost;supply_costs_el;;;464016;EUR/a
ghd6;cost;cap_costs_el;;;0;EUR/a
ghd6;cost;total_el_costs;;;464016;EUR/a
ghd6;cost;rev_feed_in_el;;;0;EUR/a
ghd6;cost;supply_costs_gas;;;0;EUR/a
ghd6;cost;cap_costs_gas;;;0;EUR/a
ghd6;cost;total_gas_costs;;;0;EUR/a
ghd6;cost;rev_feed_in_gas;;;0;EUR/a
ghd6;cost;supply_costs_biom;;;44;EUR/a
ghd6;cost;supply_costs_waste;;;0;EUR/a
ghd6;cost;supply_costs_hydrogen;;;0;EUR/a
ghd6;co2;co2_onsite_emissions;;;0;t/a
ghd6;co2;co2_credit_feedin;;;0;t/a
ghd6;co2;total_co2_el;;;0.0;t/a
ghd6;co2;total_co2_el_feed_in;;;0.0;t/a
ghd6;co2;total_co2_gas;;;0;t/a
ghd6;co2;total_co2_gas_feed_in;;;0;t/a
ghd6;co2;total_co2_biom;;;0;t/a
ghd6;co2;total_co2_waste;;;0;t/a
ghd6;co2;total_co2_hydrogen;;;0;t/a
ghd6;grid;from_el_grid_total;;;72491;MWh
ghd6;grid;to_el_grid_total;;;0;MWh
ghd6;grid;from_el_main_grid_total;;;55882;MWh
ghd6;grid;to_el_main_grid_total;;;0;MWh
ghd6;grid;from_network_total;;;16609;MWh
ghd6;grid;to_network_total;;;0;MWh
ghd6;grid;from_gas_grid_total;;;0;MWh
ghd6;grid;to_gas_grid_total;;;0;MWh
ghd6;grid;biom_import_total;;;5;MWh
ghd6;grid;waste_import_total;;;0;MWh
ghd6;grid;hydrogen_import_total;;;0;MWh
ghd6;grid;max_el_from_grid;;;1179;kW
ghd6;grid;max_el_to_grid;;;0;kW
ghd6;grid;max_el_from_main_grid;;;1179;kW
ghd6;grid;max_el_to_main_grid;;;0;kW
ghd6;grid;max_el_from_network;;;632;kW
ghd6;grid;max_el_to_network;;;0;kW
ghd6;grid;max_gas_from_grid;;;0;kW
ghd6;grid;max_gas_to_grid;;;0;kW
ghd6;grid;max_biom;;;79;
ghd6;grid;max_waste;;;0;
ghd6;grid;max_hydrogen;;;0;
ghd6;area;PV;PV;;0;qm
ghd6;area;STC;STC;;0;qm
ghd6;storage_volume;vol_liter;TES;;213134.7;l
ghd6;storage_volume;vol_liter;CTES;;0;l
ghd6;device;capacity;HP;;1115.4;kW
ghd6;device_cost;inv;HP;;729011.5;EUR
ghd6;device_cost;inv_unsubsidized;HP;;1215019.17;EUR
ghd6;device_cost;ann_inv;HP;;53594.54;EUR/a
ghd6;device_cost;ann_inv_unsubsidized;HP;;89324.24;EUR/a
ghd6;device_cost;om_cost;HP;;40095.63;EUR/a
ghd6;device;capacity;EB;;264.0;kW
ghd6;device_cost;inv;EB;;48419.71;EUR
ghd6;device_cost;inv_unsubsidized;EB;;48419.71;EUR
ghd6;device_cost;ann_inv;EB;;3559.66;EUR/a
ghd6;device_cost;ann_inv_unsubsidized;EB;;3559.66;EUR/a
ghd6;device_cost;om_cost;EB;;484.2;EUR/a
ghd6;device;capacity;BBOI;;992.0;kW
ghd6;device_cost;inv;BBOI;;95981.97;EUR
ghd6;device_cost;inv_unsubsidized;BBOI;;95981.97;EUR
ghd6;device_cost;ann_inv;BBOI;;7754.93;EUR/a
ghd6;device_cost;ann_inv_unsubsidized;BBOI;;7754.93;EUR/a
ghd6;device_cost;om_cost;BBOI;;1919.64;EUR/a
ghd6;device;capacity;TES;;7424.2;kWh
ghd6;device_cost;inv;TES;;70334.44;EUR
ghd6;device_cost;inv_unsubsidized;TES;;117224.06;EUR
ghd6;device_cost;ann_inv;TES;;5682.72;EUR/a
ghd6;device_cost;ann_inv_unsubsidized;TES;;9471.2;EUR/a
ghd6;device_cost;om_cost;TES;;1523.91;EUR/a
ghd6;peak;peak_heat_uncl;;;{0: 2268.463166529452, 5: 2073.183091566688, 10: 1895.2048543147414, 15: 1740.6417707647686, 20: 1585.809547517072};kW
ghd6;peak;peak_power_uncl;;;546.2405576932968;kW
ghd6;peak;peak_heat_cl;;;2086.39298783999;kW
ghd6;peak;peak_power_cl;;;530.9798842309084;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;0;0.0;kWh
ghd6;heat_profile_devs_by_year;heat_kW;STC;0;0;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;0;3939534.932;kWh
ghd6;heat_profile_devs_by_year;heat_kW;HP;0;1115;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;0;178565.019;kWh
ghd6;heat_profile_devs_by_year;heat_kW;EB;0;264;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;0;0.0;kWh
ghd6;heat_profile_devs_by_year;heat_kW;AC;0;0;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;0;0.0;kWh
ghd6;heat_profile_devs_by_year;heat_kW;CHP;0;0;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;0;0.0;kWh
ghd6;heat_profile_devs_by_year;heat_kW;BOI;0;0;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;0;0.0;kWh
ghd6;heat_profile_devs_by_year;heat_kW;GHP;0;0;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;0;0.0;kWh
ghd6;heat_profile_devs_by_year;heat_kW;BCHP;0;0;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;0;1018.745;kWh
ghd6;heat_profile_devs_by_year;heat_kW;BBOI;0;67;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;0;0.0;kWh
ghd6;heat_profile_devs_by_year;heat_kW;WCHP;0;0;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;0;0.0;kWh
ghd6;heat_profile_devs_by_year;heat_kW;WBOI;0;0;kW
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;0;0.0;kWh
ghd6;heat_profile_devs_by_year;heat_kW;FC;0;0;kW
ghd6;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;0;;MWh
ghd6;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;5;0.0;kWh
ghd6;heat_profile_devs_by_year;heat_kW;STC;5;0;kW
