scenario;category;metric;device;year;value;unit
residential2;optimization;tac_distr;;;187839;EUR/a
residential2;optimization;co2_distr;;;2123;t/a
residential2;optimization;tac_per_distr_year;;0;217441;EUR/a
residential2;optimization;co2_sum_distr_year;;0;1425;t/a
residential2;optimization;LCOE_year;;0;86.3000293520;EUR/MWh
residential2;optimization;tac_per_distr_year;;5;187058;EUR/a
residential2;optimization;co2_sum_distr_year;;5;422;t/a
residential2;optimization;LCOE_year;;5;81.7811338048;EUR/MWh
residential2;optimization;tac_per_distr_year;;10;171286;EUR/a
residential2;optimization;co2_sum_distr_year;;10;177;t/a
residential2;optimization;LCOE_year;;10;80.7881606881;EUR/MWh
residential2;optimization;tac_per_distr_year;;15;155553;EUR/a
residential2;optimization;co2_sum_distr_year;;15;97;t/a
residential2;optimization;LCOE_year;;15;78.8965621771;EUR/MWh
residential2;optimization;tac_per_distr_year;;20;148066;EUR/a
residential2;optimization;co2_sum_distr_year;;20;0;t/a
residential2;optimization;LCOE_year;;20;81.2571527841;EUR/MWh
residential2;cost;co2_tax_total;;;0;EUR/a
residential2;cost;total_inv_cost;;;910520;EUR/a
residential2;cost;total_inv_cost_unsubsidized;;;1078877;EUR/a
residential2;cost;total_ann_inv_cost;;;62932;EUR/a
residential2;cost;total_ann_inv_cost_unsubsidized;;;75339;EUR/a
residential2;cost;total_om_cost;;;18464;EUR/a
residential2;cost;supply_costs_el;;;129671;EUR/a
residential2;cost;cap_costs_el;;;0;EUR/a
residential2;cost;total_el_costs;;;129671;EUR/a
residential2;cost;rev_feed_in_el;;;1655;EUR/a
residential2;cost;supply_costs_gas;;;0;EUR/a
residential2;cost;cap_costs_gas;;;0;EUR/a
residential2;cost;total_gas_costs;;;0;EUR/a
residential2;cost;rev_feed_in_gas;;;0;EUR/a
residential2;cost;supply_costs_biom;;;0;EUR/a
residential2;cost;supply_costs_waste;;;0;EUR/a
residential2;cost;supply_costs_hydrogen;;;0;EUR/a
residential2;co2;co2_onsite_emissions;;;0;t/a
residential2;co2;co2_credit_feedin;;;0;t/a
residential2;co2;total_co2_el;;;0.0;t/a
residential2;co2;total_co2_el_feed_in;;;0.0;t/a
residential2;co2;total_co2_gas;;;0;t/a
residential2;co2;total_co2_gas_feed_in;;;0;t/a
residential2;co2;total_co2_biom;;;0;t/a
residential2;co2;total_co2_waste;;;0;t/a
residential2;co2;total_co2_hydrogen;;;0;t/a
residential2;grid;from_el_grid_total;;;20101;MWh
residential2;grid;to_el_grid_total;;;399;MWh
residential2;grid;from_el_main_grid_total;;;16291;MWh
residential2;grid;to_el_main_grid_total;;;0;MWh
residential2;grid;from_network_total;;;3809;MWh
residential2;grid;to_network_total;;;399;MWh
residential2;grid;from_gas_grid_total;;;0;MWh
residential2;grid;to_gas_grid_total;;;0;MWh
residential2;grid;biom_import_total;;;0;MWh
residential2;grid;waste_import_total;;;0;MWh
residential2;grid;hydrogen_import_total;;;0;MWh
residential2;grid;max_el_from_grid;;;444;kW
residential2;grid;max_el_to_grid;;;105;kW
residential2;grid;max_el_from_main_grid;;;444;kW
residential2;grid;max_el_to_main_grid;;;0;kW
residential2;grid;max_el_from_network;;;352;kW
residential2;grid;max_el_to_network;;;105;kW
residential2;grid;max_gas_from_grid;;;0;kW
residential2;grid;max_gas_to_grid;;;0;kW
residential2;grid;max_biom;;;0;
residential2;grid;max_waste;;;0;
residential2;grid;max_hydrogen;;;0;
residential2;area;PV;PV;;0;qm
residential2;area;STC;STC;;0;qm
residential2;storage_volume;vol_liter;TES;;18504.7;l
residential2;storage_volume;vol_liter;CTES;;0;l
residential2;device;capacity;HP;;544.5;kW
residential2;device_cost;inv;HP;;246428.33;EUR
residential2;device_cost;inv_unsubsidized;HP;;410713.89;EUR
