scenario;category;metric;device;year;value;unit
ghd6;optimization;tac_distr;;;567468;EUR/a
ghd6;optimization;co2_distr;;;7166;t/a
ghd6;optimization;tac_per_distr_year;;0;649566;EUR/a
ghd6;optimization;co2_sum_distr_year;;0;4810;t/a
ghd6;optimization;LCOE_year;;0;82.11990283262745;EUR/MWh
ghd6;optimization;tac_per_distr_year;;5;566880;EUR/a
ghd6;optimization;co2_sum_distr_year;;5;1401;t/a
ghd6;optimization;LCOE_year;;5;77.20571599834742;EUR/MWh
ghd6;optimization;tac_per_distr_year;;10;522555;EUR/a
ghd6;optimization;co2_sum_distr_year;;10;625;t/a
ghd6;optimization;LCOE_year;;10;76.14409209768284;EUR/MWh
ghd6;optimization;tac_per_distr_year;;15;473025;EUR/a
ghd6;optimization;co2_sum_distr_year;;15;328;t/a
ghd6;optimization;LCOE_year;;15;73.2584944697561;EUR/MWh
ghd6;optimization;tac_per_distr_year;;20;463313;EUR/a
ghd6;optimization;co2_sum_distr_year;;20;0;t/a
ghd6;optimization;LCOE_year;;20;76.1415861821518;EUR/MWh
ghd6;cost;co2_tax_total;;;0;EUR/a
ghd6;cost;total_inv_cost;;;2080048;EUR/a
ghd6;cost;total_inv_cost_unsubsidized;;;2080048;EUR/a
ghd6;cost;total_ann_inv_cost;;;145344;EUR/a
ghd6;cost;total_ann_inv_cost_unsubsidized;;;145344;EUR/a
ghd6;cost;total_om_cost;;;37812;EUR/a
ghd6;cost;supply_costs_el;;;384311;EUR/a
ghd6;cost;cap_costs_el;;;0;EUR/a
ghd6;cost;total_el_costs;;;384311;EUR/a
ghd6;cost;rev_feed_in_el;;;0;EUR/a
ghd6;cost;supply_costs_gas;;;0;EUR/a
ghd6;cost;cap_costs_gas;;;0;EUR/a
ghd6;cost;total_gas_costs;;;0;EUR/a
ghd6;cost;rev_feed_in_gas;;;0;EUR/a
ghd6;cost;supply_costs_biom;;;0;EUR/a
ghd6;cost;supply_costs_waste;;;0;EUR/a
ghd6;cost;supply_costs_hydrogen;;;0;EUR/a
ghd6;co2;co2_onsite_emissions;;;0;t/a
ghd6;co2;co2_credit_feedin;;;0;t/a
ghd6;co2;total_co2_el;;;0.0;t/a
ghd6;co2;total_co2_el_feed_in;;;0.0;t/a
ghd6;co2;total_co2_gas;;;0;t/a
ghd6;co2;total_co2_gas_feed_in;;;0;t/a
ghd6;co2;total_co2_biom;;;0;t/a
ghd6;co2;total_co2_waste;;;0;t/a
ghd6;co2;total_co2_hydrogen;;;0;t/a
ghd6;grid;from_el_grid_total;;;73374;MWh
ghd6;grid;to_el_grid_total;;;0;MWh
ghd6;grid;from_el_main_grid_total;;;55567;MWh
ghd6;grid;to_el_main_grid_total;;;0;MWh
ghd6;grid;from_network_total;;;17807;MWh
ghd6;grid;to_network_total;;;0;MWh
ghd6;grid;from_gas_grid_total;;;0;MWh
ghd6;grid;to_gas_grid_total;;;0;MWh
ghd6;grid;biom_import_total;;;0;MWh
ghd6;grid;waste_import_total;;;0;MWh
ghd6;grid;hydrogen_import_total;;;0;MWh
ghd6;grid;max_el_from_grid;;;1297;kW
ghd6;grid;max_el_to_grid;;;0;kW
ghd6;grid;max_el_from_main_grid;;;1297;kW
ghd6;grid;max_el_to_main_grid;;;0;kW
ghd6;grid;max_el_from_network;;;685;kW
ghd6;grid;max_el_to_network;;;0;kW
ghd6;grid;max_gas_from_grid;;;0;kW
ghd6;grid;max_gas_to_grid;;;0;kW
ghd6;grid;max_biom;;;0;
ghd6;grid;max_waste;;;0;
ghd6;grid;max_hydrogen;;;0;
ghd6;area;PV;PV;;0;qm
ghd6;area;STC;STC;;0;qm
ghd6;storage_volume;vol_liter;TES;;168254.5;l
ghd6;storage_volume;vol_liter;CTES;;0;l
ghd6;device;capacity;HP;;1050.3;kW
ghd6;device_cost;inv;HP;;871056.66;EUR
ghd6;device_cost;inv_unsubsidized;HP;;871056.66;EUR
ghd6;device_cost;ann_inv;HP;;64037.24;EUR/a
