scenario;category;metric;device;year;value;unit
residential2;optimization;tac_distr;;;186435;EUR/a
residential2;optimization;co2_distr;;;2179;t/a
residential2;optimization;tac_per_distr_year;;0;218888;EUR/a
residential2;optimization;co2_sum_distr_year;;0;1511;t/a
residential2;optimization;LCOE_year;;0;67.24717107316077;EUR/MWh
residential2;optimization;tac_per_distr_year;;5;183464;EUR/a
residential2;optimization;co2_sum_distr_year;;5;400;t/a
residential2;optimization;LCOE_year;;5;63.06612734631889;EUR/MWh
residential2;optimization;tac_per_distr_year;;10;169124;EUR/a
residential2;optimization;co2_sum_distr_year;;10;175;t/a
residential2;optimization;LCOE_year;;10;62.95081133837777;EUR/MWh
residential2;optimization;tac_per_distr_year;;15;152616;EUR/a
residential2;optimization;co2_sum_distr_year;;15;92;t/a
residential2;optimization;LCOE_year;;15;61.2522459638472;EUR/MWh
residential2;optimization;tac_per_distr_year;;20;147462;EUR/a
residential2;optimization;co2_sum_distr_year;;20;0;t/a
residential2;optimization;LCOE_year;;20;64.28123909317169;EUR/MWh
residential2;cost;co2_tax_total;;;0;EUR/a
residential2;cost;total_inv_cost;;;895639;EUR/a
residential2;cost;total_inv_cost_unsubsidized;;;1062269;EUR/a
residential2;cost;total_ann_inv_cost;;;61516;EUR/a
residential2;cost;total_ann_inv_cost_unsubsidized;;;73793;EUR/a
residential2;cost;total_om_cost;;;18085;EUR/a
residential2;cost;supply_costs_el;;;130062;EUR/a
residential2;cost;cap_costs_el;;;0;EUR/a
residential2;cost;total_el_costs;;;130062;EUR/a
residential2;cost;rev_feed_in_el;;;103;EUR/a
residential2;cost;supply_costs_gas;;;0;EUR/a
residential2;cost;cap_costs_gas;;;0;EUR/a
residential2;cost;total_gas_costs;;;0;EUR/a
residential2;cost;rev_feed_in_gas;;;0;EUR/a
residential2;cost;supply_costs_biom;;;0;EUR/a
residential2;cost;supply_costs_waste;;;0;EUR/a
residential2;cost;supply_costs_hydrogen;;;0;EUR/a
residential2;co2;co2_onsite_emissions;;;0;t/a
residential2;co2;co2_credit_feedin;;;0;t/a
residential2;co2;total_co2_el;;;0.0;t/a
residential2;co2;total_co2_el_feed_in;;;0.0;t/a
residential2;co2;total_co2_gas;;;0;t/a
residential2;co2;total_co2_gas_feed_in;;;0;t/a
residential2;co2;total_co2_biom;;;0;t/a
residential2;co2;total_co2_waste;;;0;t/a
residential2;co2;total_co2_hydrogen;;;0;t/a
residential2;grid;from_el_grid_total;;;19749;MWh
residential2;grid;to_el_grid_total;;;22;MWh
residential2;grid;from_el_main_grid_total;;;16155;MWh
residential2;grid;to_el_main_grid_total;;;0;MWh
residential2;grid;from_network_total;;;3593;MWh
residential2;grid;to_network_total;;;22;MWh
residential2;grid;from_gas_grid_total;;;0;MWh
residential2;grid;to_gas_grid_total;;;0;MWh
residential2;grid;biom_import_total;;;0;MWh
residential2;grid;waste_import_total;;;0;MWh
residential2;grid;hydrogen_import_total;;;0;MWh
residential2;grid;max_el_from_grid;;;383;kW
residential2;grid;max_el_to_grid;;;42;kW
residential2;grid;max_el_from_main_grid;;;383;kW
residential2;grid;max_el_to_main_grid;;;0;kW
residential2;grid;max_el_from_network;;;262;kW
residential2;grid;max_el_to_network;;;42;kW
residential2;grid;max_gas_from_grid;;;0;kW
residential2;grid;max_gas_to_grid;;;0;kW
residential2;grid;max_biom;;;0;
residential2;grid;max_waste;;;0;
residential2;grid;max_hydrogen;;;0;
residential2;area;PV;PV;;0;qm
residential2;area;STC;STC;;0;qm
residential2;storage_volume;vol_liter;TES;;17298.8;l
residential2;storage_volume;vol_liter;CTES;;0;l
residential2;device;capacity;HP;;540.5;kW
residential2;device_cost;inv;HP;;244237.02;EUR
residential2;device_cost;inv_unsubsidized;HP;;407061.7;EUR
residential2;device_cost;ann_inv;HP;;17955.51;EUR/a
residential2;device_cost;ann_inv_unsubsidized;HP;;29925.85;EUR/a
residential2;device_cost;om_cost;HP;;13433.04;EUR/a
residential2;device;capacity;EB;;70.1;kW
residential2;device_cost;inv;EB;;29897.77;EUR
residential2;device_cost;inv_unsubsidized;EB;;29897.77;EUR
residential2;device_cost;ann_inv;EB;;2197.99;EUR/a
residential2;device_cost;ann_inv_unsubsidized;EB;;2197.99;EUR/a
residential2;device_cost;om_cost;EB;;298.98;EUR/a
residential2;device;capacity;BBOI;;387.4;kW
residential2;device_cost;inv;BBOI;;30445.56;EUR
residential2;device_cost;inv_unsubsidized;BBOI;;30445.56;EUR
residential2;device_cost;ann_inv;BBOI;;2459.87;EUR/a
residential2;device_cost;ann_inv_unsubsidized;BBOI;;2459.87;EUR/a
residential2;device_cost;om_cost;BBOI;;608.91;EUR/a
residential2;device;capacity;TES;;602.6;kWh
residential2;device_cost;inv;TES;;5708.61;EUR
residential2;device_cost;inv_unsubsidized;TES;;9514.35;EUR
residential2;device_cost;ann_inv;TES;;461.23;EUR/a
residential2;device_cost;ann_inv_unsubsidized;TES;;768.72;EUR/a
residential2;device_cost;om_cost;TES;;123.69;EUR/a
residential2;device;capacity;BAT;;49.8;kWh
residential2;device_cost;inv;BAT;;9966.96;EUR
residential2;device_cost;inv_unsubsidized;BAT;;9966.96;EUR
residential2;device_cost;ann_inv;BAT;;983.9;EUR/a
residential2;device_cost;ann_inv_unsubsidized;BAT;;983.9;EUR/a
residential2;device_cost;om_cost;BAT;;199.34;EUR/a
residential2;peak;peak_heat_uncl;;;{0: 970.6284436293638, 5: 868.2006711416396, 10: 794.0446580483563, 15: 727.5830813445712, 20: 660.6626621037975};kW
residential2;peak;peak_power_uncl;;;96.1004528296707;kW
residential2;peak;peak_heat_cl;;;695.3858716393246;kW
residential2;peak;peak_power_cl;;;86.57150200569849;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;STC;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;0;2119854.651;kWh
residential2;heat_profile_devs_by_year;heat_kW;HP;0;540;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;0;62734.937;kWh
residential2;heat_profile_devs_by_year;heat_kW;EB;0;70;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;AC;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;CHP;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BOI;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;GHP;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BCHP;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BBOI;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WCHP;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WBOI;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;FC;0;0;kW
residential2;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;0;;MWh
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;STC;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;5;1952255.566;kWh
residential2;heat_profile_devs_by_year;heat_kW;HP;5;540;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;EB;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;AC;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;CHP;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BOI;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;GHP;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BCHP;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BBOI;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WCHP;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WBOI;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;FC;5;0;kW
residential2;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;5;;MWh
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;STC;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;10;1783791.674;kWh
residential2;heat_profile_devs_by_year;heat_kW;HP;10;540;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;EB;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;AC;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;CHP;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BOI;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;GHP;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BCHP;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BBOI;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WCHP;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WBOI;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;FC;10;0;kW
residential2;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;10;;MWh
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;STC;15;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;15;1635450.763;kWh
residential2;heat_profile_devs_by_year;heat_kW;HP;15;540;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;EB;15;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;AC;15;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;CHP;15;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;15;0.0;kWh
