scenario;category;metric;device;year;value;unit
residential2;optimization;tac_distr;;;209199;EUR/a
residential2;optimization;co2_distr;;;2284;t/a
residential2;optimization;tac_per_distr_year;;0;241258;EUR/a
residential2;optimization;co2_sum_distr_year;;0;1559;t/a
residential2;optimization;LCOE_year;;0;74.21563693631168;EUR/MWh
residential2;optimization;tac_per_distr_year;;5;206806;EUR/a
residential2;optimization;co2_sum_distr_year;;5;433;t/a
residential2;optimization;LCOE_year;;5;71.1072658737733;EUR/MWh
residential2;optimization;tac_per_distr_year;;10;192548;EUR/a
residential2;optimization;co2_sum_distr_year;;10;193;t/a
residential2;optimization;LCOE_year;;10;71.68096838511909;EUR/MWh
residential2;optimization;tac_per_distr_year;;15;174725;EUR/a
residential2;optimization;co2_sum_distr_year;;15;98;t/a
residential2;optimization;LCOE_year;;15;70.15639494437676;EUR/MWh
residential2;optimization;tac_per_distr_year;;20;168435;EUR/a
residential2;optimization;co2_sum_distr_year;;20;0;t/a
residential2;optimization;LCOE_year;;20;73.4612453554789;EUR/MWh
residential2;cost;co2_tax_total;;;0;EUR/a
residential2;cost;total_inv_cost;;;1063495;EUR/a
residential2;cost;total_inv_cost_unsubsidized;;;1323035;EUR/a
residential2;cost;total_ann_inv_cost;;;73887;EUR/a
residential2;cost;total_ann_inv_cost_unsubsidized;;;92996;EUR/a
residential2;cost;total_om_cost;;;26316;EUR/a
residential2;cost;supply_costs_el;;;132225;EUR/a
residential2;cost;cap_costs_el;;;0;EUR/a
residential2;cost;total_el_costs;;;132225;EUR/a
residential2;cost;rev_feed_in_el;;;0;EUR/a
residential2;cost;supply_costs_gas;;;0;EUR/a
residential2;cost;cap_costs_gas;;;0;EUR/a
residential2;cost;total_gas_costs;;;0;EUR/a
residential2;cost;rev_feed_in_gas;;;0;EUR/a
residential2;cost;supply_costs_biom;;;130;EUR/a
residential2;cost;supply_costs_waste;;;0;EUR/a
residential2;cost;supply_costs_hydrogen;;;0;EUR/a
residential2;co2;co2_onsite_emissions;;;0;t/a
residential2;co2;co2_credit_feedin;;;0;t/a
residential2;co2;total_co2_el;;;0.0;t/a
residential2;co2;total_co2_el_feed_in;;;0.0;t/a
residential2;co2;total_co2_gas;;;0;t/a
residential2;co2;total_co2_gas_feed_in;;;0;t/a
residential2;co2;total_co2_biom;;;0;t/a
residential2;co2;total_co2_waste;;;0;t/a
residential2;co2;total_co2_hydrogen;;;0;t/a
residential2;grid;from_el_grid_total;;;19711;MWh
residential2;grid;to_el_grid_total;;;0;MWh
residential2;grid;from_el_main_grid_total;;;17218;MWh
residential2;grid;to_el_main_grid_total;;;0;MWh
residential2;grid;from_network_total;;;2492;MWh
residential2;grid;to_network_total;;;0;MWh
residential2;grid;from_gas_grid_total;;;0;MWh
residential2;grid;to_gas_grid_total;;;0;MWh
residential2;grid;biom_import_total;;;17;MWh
residential2;grid;waste_import_total;;;0;MWh
residential2;grid;hydrogen_import_total;;;0;MWh
residential2;grid;max_el_from_grid;;;332;kW
residential2;grid;max_el_to_grid;;;0;kW
residential2;grid;max_el_from_main_grid;;;332;kW
residential2;grid;max_el_to_main_grid;;;0;kW
residential2;grid;max_el_from_network;;;217;kW
residential2;grid;max_el_to_network;;;0;kW
residential2;grid;max_gas_from_grid;;;0;kW
residential2;grid;max_gas_to_grid;;;0;kW
residential2;grid;max_biom;;;108;
residential2;grid;max_waste;;;0;
residential2;grid;max_hydrogen;;;0;
residential2;area;PV;PV;;0;qm
residential2;area;STC;STC;;0;qm
residential2;storage_volume;vol_liter;TES;;17786.9;l
residential2;storage_volume;vol_liter;CTES;;0;l
residential2;device;capacity;HP;;540.2;kW
residential2;device_cost;inv;HP;;383440.08;EUR
residential2;device_cost;inv_unsubsidized;HP;;639066.8;EUR
residential2;device_cost;ann_inv;HP;;28189.26;EUR/a
residential2;device_cost;ann_inv_unsubsidized;HP;;46982.1;EUR/a
residential2;device_cost;om_cost;HP;;21089.2;EUR/a
residential2;device;capacity;EB;;60.4;kW
residential2;device_cost;inv;EB;;29802.73;EUR
residential2;device_cost;inv_unsubsidized;EB;;29802.73;EUR
residential2;device_cost;ann_inv;EB;;2191.0;EUR/a
residential2;device_cost;ann_inv_unsubsidized;EB;;2191.0;EUR/a
residential2;device_cost;om_cost;EB;;298.03;EUR/a
residential2;device;capacity;BBOI;;500.0;kW
residential2;device_cost;inv;BBOI;;69000.0;EUR
residential2;device_cost;inv_unsubsidized;BBOI;;69000.0;EUR
residential2;device_cost;ann_inv;BBOI;;5574.9;EUR/a
residential2;device_cost;ann_inv_unsubsidized;BBOI;;5574.9;EUR/a
residential2;device_cost;om_cost;BBOI;;1380.0;EUR/a
residential2;device;capacity;TES;;619.6;kWh
residential2;device_cost;inv;TES;;5869.67;EUR
residential2;device_cost;inv_unsubsidized;TES;;9782.78;EUR
residential2;device_cost;ann_inv;TES;;474.24;EUR/a
residential2;device_cost;ann_inv_unsubsidized;TES;;790.41;EUR/a
residential2;device_cost;om_cost;TES;;127.18;EUR/a
