Support_Year;Cluster;Timestep;HP;EB;from_grid;from_main_grid;from_network
0;0;0;177.131;0.0;184.647;184.647;0.0
0;0;1;178.883;0.0;190.262;190.262;0.0
0;0;2;0.0;0.0;9.868;9.868;0.0
0;0;3;53.458;0.0;64.536;64.536;0.0
0;0;4;172.642;0.0;182.579;182.579;0.0
0;0;5;183.267;0.0;194.852;194.852;0.0
0;0;6;181.513;0.0;195.615;195.615;0.0
0;0;7;177.569;0.0;217.773;217.773;0.0
0;0;8;150.971;0.0;198.511;198.511;0.0
0;0;9;130.993;0.0;185.187;185.187;0.0
0;0;10;112.643;0.0;155.605;155.605;0.0
0;0;11;99.58;0.0;144.764;144.764;0.0
0;0;12;98.381;0.0;139.148;139.148;0.0
0;0;13;108.927;0.0;150.141;68.807;81.333
0;0;14;148.775;0.0;199.902;199.902;0.0
0;0;15;153.124;0.0;197.921;197.921;0.0
0;0;16;154.429;0.0;191.378;191.378;0.0
0;0;17;0.0;0.0;56.5;56.5;0.0
0;0;18;158.349;0.0;219.579;219.579;0.0
0;0;19;67.007;0.0;132.857;132.857;0.0
0;0;20;160.964;0.0;235.19;235.19;0.0
0;0;21;112.671;0.0;180.222;180.222;0.0
0;0;22;115.203;0.0;173.646;173.646;0.0
0;0;23;0.0;0.0;36.401;36.401;0.0
0;0;24;0.0;0.0;10.609;10.609;0.0
0;0;25;148.492;0.0;165.206;165.206;0.0
0;0;26;156.38;0.0;167.043;167.043;0.0
0;0;27;162.852;0.0;176.245;176.245;0.0
0;0;28;181.788;0.0;193.775;193.775;0.0
0;0;29;184.145;0.0;196.68;196.68;0.0
0;0;30;187.218;0.0;202.131;202.131;0.0
0;0;31;187.218;0.0;226.299;226.299;0.0
0;0;32;182.553;0.0;234.701;234.701;0.0
0;0;33;178.101;0.0;219.743;219.743;0.0
0;0;34;168.462;0.0;209.488;209.488;0.0
0;0;35;160.358;0.0;203.177;203.177;0.0
0;0;36;178.445;0.0;214.795;214.795;0.0
0;0;37;131.79;0.0;168.048;168.048;0.0
0;0;38;148.007;0.0;188.798;188.798;0.0
0;0;39;145.457;0.0;185.081;185.081;0.0
0;0;40;135.15;0.0;184.469;184.469;0.0
0;0;41;132.637;0.0;201.999;201.999;0.0
0;0;42;143.884;0.0;212.518;212.518;0.0
0;0;43;147.765;0.0;210.206;210.206;0.0
0;0;44;151.032;0.0;220.597;220.597;0.0
0;0;45;154.11;0.0;219.081;219.081;0.0
0;0;46;141.434;0.0;199.185;199.185;0.0
0;0;47;145.681;0.0;189.407;189.407;0.0
0;0;48;125.301;0.0;132.768;132.768;0.0
0;0;49;123.682;0.0;139.977;139.977;0.0
0;0;50;125.741;0.0;136.606;136.606;0.0
0;0;51;129.617;0.0;140.741;140.741;0.0
0;0;52;130.441;0.0;140.756;140.756;0.0
0;0;53;133.163;0.0;143.507;143.507;0.0
0;0;54;132.354;0.0;147.798;147.798;0.0
0;0;55;162.576;0.0;199.969;199.969;0.0
0;0;56;165.861;0.0;222.841;222.841;0.0
0;0;57;131.531;0.0;172.338;172.338;0.0
0;0;58;121.91;0.0;156.137;156.137;0.0
0;0;59;162.272;0.0;204.051;0.0;204.051
0;0;60;157.913;0.0;192.11;0.0;192.11
0;0;61;0.0;0.0;33.038;0.0;33.038
0;0;62;54.004;0.0;85.477;0.0;85.477
0;0;63;150.514;0.0;185.379;0.0;185.379
0;0;64;118.215;0.0;161.789;0.0;161.789
0;0;65;0.0;0.0;53.732;53.732;0.0
0;0;66;0.0;0.0;71.304;71.304;0.0
0;0;67;152.254;0.0;220.634;220.634;0.0
0;0;68;49.995;0.0;108.494;108.494;0.0
0;0;69;0.0;0.0;58.384;58.384;0.0
0;0;70;78.287;0.0;132.997;132.997;0.0
0;0;71;72.852;0.0;117.456;117.456;0.0
0;0;72;157.913;0.0;167.377;167.377;0.0
0;0;73;6.132;0.0;23.529;23.529;0.0
0;0;74;88.902;0.0;98.99;98.99;0.0
0;0;75;90.182;0.0;103.338;103.338;0.0
0;0;76;89.307;0.0;98.978;98.978;0.0
0;0;77;90.543;0.0;101.541;101.541;0.0
0;0;78;91.021;0.0;104.708;104.708;0.0
0;0;79;120.741;0.0;140.009;140.009;0.0
0;0;80;118.951;0.0;150.469;150.469;0.0
0;0;81;88.974;0.0;129.874;129.874;0.0
0;0;82;84.202;0.0;124.25;124.25;0.0
0;0;83;79.087;0.0;110.105;110.105;0.0
0;0;84;73.106;0.0;118.298;118.298;0.0
0;0;85;68.503;0.0;114.884;114.884;0.0
0;0;86;66.294;0.0;110.623;110.623;0.0
0;0;87;146.366;0.0;184.699;184.699;0.0
0;0;88;149.644;0.0;185.076;185.076;0.0
0;0;89;151.384;0.0;203.501;203.501;0.0
0;0;90;0.0;0.0;44.815;44.815;0.0
0;0;91;163.144;0.0;220.694;220.694;0.0
0;0;92;33.964;0.0;92.944;92.944;0.0
0;0;93;166.199;0.0;224.161;224.161;0.0
0;0;94;29.957;0.0;80.649;80.649;0.0
0;0;95;171.005;0.0;213.863;213.863;0.0
0;0;96;173.629;0.0;182.535;182.535;0.0
0;0;97;162.127;0.0;174.809;174.809;0.0
0;0;98;171.485;0.0;181.682;181.682;0.0
0;0;99;0.0;0.0;12.277;12.277;0.0
0;0;100;117.238;0.0;127.618;127.618;0.0
0;0;101;185.023;0.0;195.503;195.503;0.0
0;0;102;184.584;0.0;199.506;199.506;0.0
0;0;103;183.706;0.0;215.669;215.669;0.0
0;0;104;183.267;0.0;227.445;227.445;0.0
0;0;105;179.7;0.0;234.045;211.222;22.823
0;0;106;176.912;0.0;213.555;0.0;213.555
0;0;107;145.782;0.0;201.056;201.056;0.0
0;0;108;158.618;0.0;202.929;166.381;36.548
0;0;109;147.117;0.0;198.665;198.665;0.0
0;0;110;139.673;0.0;190.727;172.94;17.788
0;0;111;136.971;0.0;174.288;174.288;0.0
0;0;112;127.098;0.0;183.907;58.425;125.483
0;0;113;171.005;0.0;226.674;160.736;65.938
0;0;114;172.317;0.0;230.171;230.171;0.0
0;0;115;172.754;0.0;245.908;245.908;0.0
0;0;116;173.192;0.0;243.226;243.226;0.0
0;0;117;174.504;0.0;234.58;234.58;0.0
0;0;118;179.759;0.0;234.078;234.078;0.0
0;0;119;182.829;0.0;231.94;231.94;0.0
0;0;120;0.0;0.0;7.503;7.503;0.0
0;0;121;125.335;0.0;140.147;140.147;0.0
0;0;122;189.415;0.0;198.529;198.529;0.0
0;0;123;187.657;0.0;198.534;198.534;0.0
0;0;124;186.34;0.0;196.682;196.682;0.0
0;0;125;188.097;0.0;202.038;202.038;0.0
0;0;126;186.779;0.0;202.967;202.967;0.0
0;0;127;185.901;0.0;231.567;231.567;0.0
0;0;128;187.218;0.0;233.198;233.198;0.0
0;0;129;187.218;0.0;225.039;225.039;0.0
0;0;130;178.418;0.0;210.231;210.231;0.0
0;0;131;160.622;0.0;210.265;210.265;0.0
0;0;132;157.295;0.0;194.804;194.804;0.0
0;0;133;137.787;0.0;179.143;179.143;0.0
0;0;134;169.257;0.0;204.064;150.175;53.889
0;0;135;171.005;0.0;208.218;208.218;0.0
0;0;136;172.754;0.0;223.287;223.287;0.0
0;0;137;176.099;0.0;238.294;238.294;0.0
0;0;138;176.693;0.0;245.05;245.05;0.0
0;0;139;177.131;0.0;246.506;246.506;0.0
0;0;140;176.693;0.0;238.162;238.162;0.0
0;0;141;178.007;0.0;250.693;250.693;0.0
0;0;142;178.007;0.0;257.509;257.509;0.0
0;0;143;173.044;0.0;218.199;218.199;0.0
0;0;144;27.543;0.0;35.141;35.141;0.0
0;0;145;191.174;0.0;206.217;206.217;0.0
0;0;146;191.614;0.0;202.072;202.072;0.0
0;0;147;191.174;0.0;201.9;201.9;0.0
0;0;148;192.054;0.0;201.795;201.795;0.0
0;0;149;192.493;0.0;205.058;205.058;0.0
0;0;150;189.855;0.0;203.562;203.562;0.0
0;0;151;188.536;0.0;225.89;225.89;0.0
0;0;152;187.657;0.0;241.877;241.877;0.0
0;0;153;186.779;0.0;232.929;232.929;0.0
0;0;154;185.901;0.0;223.859;223.859;0.0
0;0;155;181.951;0.0;218.306;0.0;218.306
0;0;156;163.581;0.0;201.874;53.17;148.704
0;0;157;173.192;0.0;204.744;0.0;204.744
0;0;158;170.568;0.0;203.722;0.0;203.722
0;0;159;168.383;0.0;213.404;0.0;213.404
0;0;160;167.946;0.0;211.891;0.0;211.891
0;0;161;103.799;0.0;152.647;152.647;0.0
0;0;162;169.694;0.0;221.903;221.903;0.0
0;0;163;173.192;0.0;227.799;227.799;0.0
0;0;164;174.504;0.0;237.431;237.431;0.0
0;0;165;114.909;0.0;170.262;170.262;0.0
0;0;166;180.198;0.0;241.276;241.276;0.0
0;0;167;77.776;0.0;115.776;115.776;0.0
0;1;0;0.0;0.0;7.529;7.529;0.0
0;1;1;0.0;0.0;12.166;12.166;0.0
0;1;2;0.0;0.0;9.759;9.759;0.0
0;1;3;0.0;0.0;12.531;12.531;0.0
0;1;4;0.0;0.0;11.731;11.731;0.0
0;1;5;0.0;0.0;11.157;11.157;0.0
0;1;6;0.0;0.0;17.907;17.907;0.0
0;1;7;0.0;0.0;35.569;0.0;35.569
0;1;8;0.0;0.0;43.38;0.0;43.38
0;1;9;0.0;0.0;47.579;0.0;47.579
0;1;10;0.0;0.0;56.187;0.0;56.187
0;1;11;0.0;0.0;39.313;0.0;39.313
0;1;12;0.0;0.0;43.482;0.0;43.482
0;1;13;0.0;0.0;47.751;0.0;47.751
0;1;14;0.0;0.0;41.271;0.0;41.271
0;1;15;0.0;0.0;39.599;0.0;39.599
0;1;16;0.0;0.0;43.974;0.0;43.974
0;1;17;0.0;0.0;47.748;0.0;47.748
0;1;18;0.0;0.0;65.792;65.792;0.0
0;1;19;0.0;0.0;68.97;68.97;0.0
0;1;20;0.0;0.0;69.913;69.913;0.0
0;1;21;0.0;0.0;65.959;65.959;0.0
0;1;22;0.0;0.0;63.839;63.839;0.0
0;1;23;0.0;0.0;48.306;48.306;0.0
0;1;24;0.0;0.0;7.535;7.535;0.0
0;1;25;0.0;0.0;8.984;8.984;0.0
0;1;26;0.0;0.0;10.941;10.941;0.0
0;1;27;0.0;0.0;9.861;9.861;0.0
0;1;28;0.0;0.0;10.643;10.643;0.0
0;1;29;0.0;0.0;10.714;10.714;0.0
0;1;30;0.0;0.0;15.305;15.305;0.0
0;1;31;0.993;0.0;39.53;0.0;39.53
0;1;32;3.189;0.0;44.832;0.0;44.832
0;1;33;3.168;0.0;42.642;0.0;42.642
0;1;34;3.941;0.0;40.9;0.0;40.9
0;1;35;2.964;0.0;39.772;0.0;39.772
0;1;36;4.951;0.0;36.47;0.0;36.47
0;1;37;2.416;0.0;38.697;0.0;38.697
0;1;38;2.53;0.0;36.198;0.0;36.198
0;1;39;5.431;0.0;41.786;0.0;41.786
0;1;40;0.0;0.0;48.577;0.0;48.577
0;1;41;69.216;0.0;117.138;0.0;117.138
0;1;42;0.0;0.0;43.446;0.0;43.446
0;1;43;0.0;0.0;73.201;73.201;0.0
0;1;44;0.0;0.0;65.368;65.368;0.0
0;1;45;0.0;0.0;74.74;74.74;0.0
0;1;46;0.0;0.0;79.871;79.871;0.0
0;1;47;0.0;0.0;36.799;36.799;0.0
0;1;48;0.0;0.0;7.558;7.558;0.0
0;1;49;0.0;0.0;11.075;11.075;0.0
0;1;50;0.0;0.0;11.445;11.445;0.0
0;1;51;0.0;0.0;11.457;11.457;0.0
0;1;52;0.0;0.0;9.816;9.816;0.0
0;1;53;0.0;0.0;10.751;10.751;0.0
0;1;54;0.0;0.0;11.091;11.091;0.0
0;1;55;0.0;0.0;32.752;11.452;21.3
0;1;56;0.0;0.0;41.68;0.0;41.68
0;1;57;0.0;0.0;38.964;0.0;38.964
0;1;58;3.439;0.0;46.217;0.0;46.217
0;1;59;2.915;0.0;48.851;0.0;48.851
0;1;60;2.503;0.0;43.684;0.0;43.684
0;1;61;2.811;0.0;36.403;0.0;36.403
0;1;62;3.396;0.0;40.428;0.0;40.428
0;1;63;74.344;0.0;108.061;0.0;108.061
0;1;64;0.0;0.0;33.06;0.0;33.06
0;1;65;0.0;0.0;37.919;0.0;37.919
0;1;66;0.0;0.0;50.193;37.692;12.501
0;1;67;0.0;0.0;60.729;60.729;0.0
0;1;68;0.0;0.0;79.498;79.498;0.0
0;1;69;0.0;0.0;71.926;71.926;0.0
0;1;70;0.0;0.0;54.205;54.205;0.0
0;1;71;0.0;0.0;47.046;47.046;0.0
0;1;72;0.0;0.0;7.482;7.482;0.0
0;1;73;0.0;0.0;11.424;11.424;0.0
0;1;74;0.0;0.0;10.566;10.566;0.0
0;1;75;0.0;0.0;10.401;10.401;0.0
0;1;76;0.0;0.0;11.218;11.218;0.0
0;1;77;0.0;0.0;14.061;14.061;0.0
0;1;78;0.0;0.0;14.356;14.356;0.0
0;1;79;0.0;0.0;16.242;0.0;16.242
0;1;80;0.0;0.0;36.68;0.0;36.68
0;1;81;3.289;0.0;52.238;0.0;52.238
0;1;82;3.539;0.0;49.404;0.0;49.404
0;1;83;3.606;0.0;44.567;0.0;44.567
0;1;84;3.015;0.0;42.026;0.0;42.026
0;1;85;2.88;0.0;35.417;0.0;35.417
0;1;86;3.09;0.0;44.142;0.0;44.142
0;1;87;65.46;0.0;96.159;0.0;96.159
0;1;88;0.0;0.0;39.183;0.0;39.183
0;1;89;0.0;0.0;45.756;0.0;45.756
0;1;90;0.0;0.0;38.544;0.0;38.544
0;1;91;0.0;0.0;58.075;58.075;0.0
0;1;92;0.0;0.0;60.634;60.634;0.0
0;1;93;0.0;0.0;48.063;48.063;0.0
0;1;94;0.0;0.0;52.452;52.452;0.0
0;1;95;0.0;0.0;40.887;40.887;0.0
0;1;96;0.0;0.0;7.412;7.412;0.0
0;1;97;0.0;0.0;11.068;11.068;0.0
0;1;98;0.0;0.0;10.624;10.624;0.0
0;1;99;0.0;0.0;10.421;10.421;0.0
0;1;100;0.0;0.0;9.254;9.254;0.0
0;1;101;0.0;0.0;11.839;11.839;0.0
0;1;102;0.0;0.0;15.644;15.644;0.0
0;1;103;0.0;0.0;22.949;0.0;22.949
0;1;104;0.0;0.0;30.946;0.0;30.946
0;1;105;3.385;0.0;51.837;0.0;51.837
0;1;106;4.227;0.0;49.201;0.0;49.201
0;1;107;3.438;0.0;52.309;0.0;52.309
0;1;108;5.919;0.0;53.308;0.0;53.308
0;1;109;2.899;0.0;49.016;0.0;49.016
0;1;110;3.171;0.0;56.463;0.0;56.463
0;1;111;3.876;0.0;51.154;0.0;51.154
0;1;112;5.806;0.0;50.38;0.0;50.38
0;1;113;56.813;0.0;106.191;0.0;106.191
0;1;114;0.0;0.0;46.632;0.0;46.632
0;1;115;0.0;0.0;60.103;60.103;0.0
0;1;116;0.0;0.0;61.515;61.515;0.0
0;1;117;0.0;0.0;55.863;55.863;0.0
0;1;118;0.0;0.0;63.102;63.102;0.0
0;1;119;0.0;0.0;41.108;41.108;0.0
0;1;120;0.0;0.0;7.619;7.619;0.0
0;1;121;0.0;0.0;11.147;11.147;0.0
0;1;122;0.0;0.0;9.85;9.85;0.0
0;1;123;0.0;0.0;11.929;11.929;0.0
0;1;124;0.0;0.0;10.074;10.074;0.0
0;1;125;0.0;0.0;13.56;13.56;0.0
0;1;126;0.0;0.0;12.101;12.101;0.0
0;1;127;0.0;0.0;43.804;43.804;0.0
0;1;128;0.0;0.0;41.745;0.0;41.745
0;1;129;3.927;0.0;42.154;0.0;42.154
0;1;130;3.325;0.0;43.715;0.0;43.715
0;1;131;3.183;0.0;36.152;0.0;36.152
0;1;132;5.419;0.0;45.556;0.0;45.556
0;1;133;2.709;0.0;35.511;0.0;35.511
0;1;134;2.733;0.0;39.407;0.0;39.407
0;1;135;3.426;0.0;34.67;0.0;34.67
0;1;136;2.69;0.0;42.794;0.0;42.794
0;1;137;57.378;0.0;105.332;0.0;105.332
0;1;138;0.0;0.0;47.493;22.015;25.478
0;1;139;0.0;0.0;74.199;74.199;0.0
0;1;140;0.0;0.0;71.958;71.958;0.0
0;1;141;0.0;0.0;78.264;78.264;0.0
0;1;142;0.0;0.0;57.149;57.149;0.0
0;1;143;0.0;0.0;58.087;58.087;0.0
0;1;144;0.0;0.0;7.461;7.461;0.0
0;1;145;0.0;0.0;12.297;12.297;0.0
0;1;146;0.0;0.0;11.135;11.135;0.0
0;1;147;0.0;0.0;11.104;11.104;0.0
0;1;148;0.0;0.0;9.835;9.835;0.0
0;1;149;0.0;0.0;11.968;11.968;0.0
0;1;150;0.0;0.0;14.53;14.53;0.0
0;1;151;0.0;0.0;37.994;3.473;34.521
0;1;152;0.0;0.0;41.161;0.0;41.161
0;1;153;2.974;0.0;48.543;0.0;48.543
0;1;154;3.949;0.0;38.371;0.0;38.371
0;1;155;3.437;0.0;42.003;0.0;42.003
0;1;156;5.082;0.0;46.628;0.0;46.628
0;1;157;2.45;0.0;48.54;0.0;48.54
0;1;158;2.624;0.0;41.038;0.0;41.038
0;1;159;95.793;0.0;136.878;0.0;136.878
0;1;160;0.0;0.0;46.533;0.0;46.533
0;1;161;64.693;0.0;114.527;0.0;114.527
0;1;162;0.0;0.0;48.327;20.069;28.258
0;1;163;0.0;0.0;86.572;86.572;0.0
0;1;164;0.0;0.0;73.365;73.365;0.0
0;1;165;0.0;0.0;70.574;70.574;0.0
0;1;166;0.0;0.0;68.77;68.77;0.0
0;1;167;0.0;0.0;55.211;55.211;0.0
0;2;0;0.0;0.0;7.519;7.519;0.0
0;2;1;0.0;0.0;9.982;9.982;0.0
0;2;2;146.168;0.0;156.592;156.592;0.0
0;2;3;0.0;0.0;12.89;12.89;0.0
0;2;4;82.187;0.0;93.01;93.01;0.0
0;2;5;150.514;0.0;161.125;161.125;0.0
0;2;6;0.0;0.0;19.58;19.58;0.0
0;2;7;0.0;0.0;32.858;32.858;0.0
0;2;8;0.0;0.0;60.949;60.949;0.0
0;2;9;76.433;0.0;123.719;123.719;0.0
0;2;10;70.609;0.0;108.217;0.0;108.217
0;2;11;57.08;0.0;99.025;0.0;99.025
0;2;12;59.697;0.0;99.097;0.0;99.097
0;2;13;140.524;0.0;179.025;0.0;179.025
0;2;14;17.412;0.0;68.049;0.0;68.049
0;2;15;139.657;0.0;178.74;0.0;178.74
0;2;16;26.754;0.0;78.05;0.0;78.05
0;2;17;28.873;0.0;92.881;92.881;0.0
0;2;18;0.0;0.0;56.416;56.416;0.0
0;2;19;104.846;0.0;173.694;173.694;0.0
0;2;20;61.885;0.0;127.4;127.4;0.0
0;2;21;0.0;0.0;61.892;61.892;0.0
0;2;22;133.122;0.0;196.766;196.766;0.0
0;2;23;34.694;0.0;72.592;72.592;0.0
0;2;24;0.0;0.0;7.566;7.566;0.0
0;2;25;0.0;0.0;11.725;11.725;0.0
0;2;26;165.763;0.0;176.351;176.351;0.0
0;2;27;0.0;0.0;10.748;10.748;0.0
0;2;28;167.509;0.0;178.873;178.873;0.0
0;2;29;56.682;0.0;68.314;68.314;0.0
0;2;30;131.645;0.0;148.308;148.308;0.0
0;2;31;133.705;0.0;173.269;173.269;0.0
0;2;32;125.71;0.0;184.038;184.038;0.0
0;2;33;119.001;0.0;159.646;159.646;0.0
0;2;34;101.972;0.0;139.941;0.0;139.941
0;2;35;85.089;0.0;125.932;0.0;125.932
0;2;36;96.012;0.0;133.17;0.0;133.17
0;2;37;138.789;0.0;179.23;0.0;179.23
0;2;38;133.588;0.0;174.272;0.0;174.272
0;2;39;28.649;0.0;61.228;0.0;61.228
0;2;40;20.97;0.0;77.924;77.924;0.0
0;2;41;24.585;0.0;80.842;80.842;0.0
0;2;42;36.202;0.0;102.825;102.825;0.0
0;2;43;41.362;0.0;103.262;103.262;0.0
0;2;44;48.856;0.0;111.206;111.206;0.0
0;2;45;5.485;0.0;66.141;66.141;0.0
0;2;46;0.0;0.0;56.144;56.144;0.0
0;2;47;0.0;0.0;43.666;43.666;0.0
0;2;48;0.0;0.0;7.554;7.554;0.0
0;2;49;0.0;0.0;9.184;9.184;0.0
0;2;50;47.865;0.0;58.829;58.829;0.0
0;2;51;50.841;0.0;60.612;60.612;0.0
0;2;52;51.614;0.0;61.453;61.453;0.0
0;2;53;53.564;0.0;63.702;63.702;0.0
0;2;54;49.879;0.0;62.587;62.587;0.0
0;2;55;65.197;0.0;100.625;100.625;0.0
0;2;56;65.822;0.0;117.451;117.451;0.0
0;2;57;44.778;0.0;88.241;88.241;0.0
0;2;58;41.045;0.0;83.6;13.348;70.253
0;2;59;35.951;0.0;73.0;0.0;73.0
0;2;60;135.321;0.0;170.524;0.0;170.524
0;2;61;134.022;0.0;161.082;0.0;161.082
0;2;62;23.596;0.0;62.711;0.0;62.711
0;2;63;29.893;0.0;59.306;0.0;59.306
0;2;64;0.0;0.0;37.13;37.13;0.0
0;2;65;37.611;0.0;100.626;100.626;0.0
0;2;66;0.0;0.0;64.171;64.171;0.0
0;2;67;0.0;0.0;59.359;59.359;0.0
0;2;68;0.0;0.0;85.975;85.975;0.0
0;2;69;0.0;0.0;69.631;69.631;0.0
0;2;70;0.0;0.0;62.278;62.278;0.0
0;2;71;0.0;0.0;33.443;33.443;0.0
0;2;72;0.0;0.0;10.713;10.713;0.0
0;2;73;24.02;0.0;39.766;39.766;0.0
0;2;74;43.19;0.0;54.826;54.826;0.0
0;2;75;44.631;0.0;59.341;59.341;0.0
