Support_Year;Cluster;Timestep;to_network_kW;from_network_kW;to_main_grid_kW;from_main_grid_kW;to_grid_kW;from_grid_kW
0;0;0;0.0;0.0;0.0;147.77;0.0;147.77
0;0;1;0.0;0.0;0.0;495.543;0.0;495.543
0;0;2;0.0;0.0;0.0;240.546;0.0;240.546
0;0;3;0.0;0.0;0.0;412.002;0.0;412.002
0;0;4;0.0;0.0;0.0;420.26;0.0;420.26
0;0;5;0.0;0.0;0.0;425.258;0.0;425.258
0;0;6;0.0;0.0;0.0;449.948;0.0;449.948
0;0;7;0.0;0.0;0.0;705.361;0.0;705.361
0;0;8;0.0;0.0;0.0;695.765;0.0;695.765
0;0;9;0.0;297.248;0.0;281.625;0.0;578.872
0;0;10;0.0;357.846;0.0;212.262;0.0;570.108
0;0;11;0.0;0.0;0.0;546.623;0.0;546.623
0;0;12;0.0;236.288;0.0;263.107;0.0;499.396
0;0;13;0.0;0.0;0.0;642.889;0.0;642.889
0;0;14;0.0;0.0;0.0;392.271;0.0;392.271
0;0;15;0.0;218.645;0.0;267.336;0.0;485.98
0;0;16;0.0;0.0;0.0;468.326;0.0;468.326
0;0;17;0.0;0.0;0.0;563.912;0.0;563.912
0;0;18;0.0;0.0;0.0;759.545;0.0;759.545
0;0;19;0.0;0.0;0.0;444.103;0.0;444.103
0;0;20;0.0;0.0;0.0;614.892;0.0;614.892
0;0;21;0.0;0.0;0.0;539.336;0.0;539.336
0;0;22;0.0;0.0;0.0;529.213;0.0;529.213
0;0;23;0.0;0.0;0.0;522.236;0.0;522.236
0;0;24;0.0;0.0;0.0;148.336;0.0;148.336
0;0;25;0.0;0.0;0.0;147.39;0.0;147.39
0;0;26;0.0;0.0;0.0;408.9;0.0;408.9
0;0;27;0.0;0.0;0.0;501.707;0.0;501.707
0;0;28;0.0;0.0;0.0;503.778;0.0;503.778
0;0;29;0.0;0.0;0.0;509.136;0.0;509.136
0;0;30;0.0;0.0;0.0;277.185;0.0;277.185
0;0;31;0.0;0.0;0.0;744.896;0.0;744.896
0;0;32;0.0;0.0;0.0;734.104;0.0;734.104
0;0;33;0.0;239.152;0.0;373.974;0.0;613.126
0;0;34;0.0;447.088;0.0;147.539;0.0;594.626
0;0;35;0.0;435.356;0.0;121.71;0.0;557.066
0;0;36;0.0;275.045;0.0;274.936;0.0;549.981
0;0;37;0.0;510.887;0.0;0.0;0.0;510.887
0;0;38;0.0;629.885;0.0;0.0;0.0;629.885
0;0;39;0.0;508.578;0.0;0.0;0.0;508.578
0;0;40;0.0;227.881;0.0;432.604;0.0;660.485
0;0;41;0.0;0.0;0.0;705.334;0.0;705.334
0;0;42;0.0;0.0;0.0;754.597;0.0;754.597
0;0;43;0.0;0.0;0.0;787.155;0.0;787.155
0;0;44;0.0;0.0;0.0;671.929;0.0;671.929
0;0;45;0.0;0.0;0.0;217.236;0.0;217.236
0;0;46;0.0;0.0;0.0;248.336;0.0;248.336
0;0;47;0.0;0.0;0.0;180.544;0.0;180.544
0;0;48;0.0;0.0;0.0;146.92;0.0;146.92
0;0;49;0.0;0.0;0.0;149.82;0.0;149.82
0;0;50;0.0;0.0;0.0;150.462;0.0;150.462
0;0;51;0.0;0.0;0.0;144.922;0.0;144.922
0;0;52;0.0;0.0;0.0;147.904;0.0;147.904
0;0;53;0.0;0.0;0.0;244.263;0.0;244.263
0;0;54;0.0;0.0;0.0;260.08;0.0;260.08
0;0;55;0.0;0.0;0.0;536.619;0.0;536.619
0;0;56;0.0;0.0;0.0;534.561;0.0;534.561
0;0;57;0.0;0.0;0.0;435.777;0.0;435.777
0;0;58;0.0;289.412;0.0;122.331;0.0;411.743
0;0;59;0.0;407.523;0.0;0.0;0.0;407.523
0;0;60;0.0;4.142;0.0;574.68;0.0;578.821
0;0;61;0.0;0.0;0.0;345.73;0.0;345.73
0;0;62;0.0;0.0;0.0;367.695;0.0;367.695
0;0;63;0.0;396.78;0.0;0.0;0.0;396.78
0;0;64;0.0;383.743;0.0;0.0;0.0;383.743
0;0;65;0.0;0.0;0.0;432.509;0.0;432.509
0;0;66;0.0;0.0;0.0;513.923;0.0;513.923
0;0;67;0.0;0.0;0.0;767.006;0.0;767.006
0;0;68;0.0;0.0;0.0;651.569;0.0;651.569
0;0;69;0.0;0.0;0.0;517.697;0.0;517.697
0;0;70;0.0;0.0;0.0;501.591;0.0;501.591
0;0;71;0.0;0.0;0.0;505.708;0.0;505.708
0;0;72;0.0;0.0;0.0;140.001;0.0;140.001
0;0;73;0.0;0.0;0.0;139.906;0.0;139.906
0;0;74;0.0;0.0;0.0;138.774;0.0;138.774
0;0;75;0.0;0.0;0.0;139.524;0.0;139.524
0;0;76;0.0;0.0;0.0;143.338;0.0;143.338
0;0;77;0.0;0.0;0.0;143.901;0.0;143.901
0;0;78;0.0;0.0;0.0;143.165;0.0;143.165
0;0;79;0.0;0.0;0.0;153.595;0.0;153.595
