Support_Year;Cluster;Timestep;to_network_kW;from_network_kW;to_main_grid_kW;from_main_grid_kW;to_grid_kW;from_grid_kW
0;0;0;0.0;0.0;0.0;184.134;0.0;184.134
0;0;1;0.0;0.0;0.0;189.743;0.0;189.743
0;0;2;0.0;0.0;0.0;9.868;0.0;9.868
0;0;3;0.0;0.0;0.0;71.838;0.0;71.838
0;0;4;0.0;0.0;0.0;184.213;0.0;184.213
0;0;5;0.0;0.0;0.0;194.321;0.0;194.321
0;0;6;0.0;0.0;0.0;195.089;0.0;195.089
0;0;7;0.0;0.0;0.0;217.258;0.0;217.258
0;0;8;0.0;0.0;0.0;198.511;0.0;198.511
0;0;9;0.0;0.0;0.0;185.187;0.0;185.187
0;0;10;0.0;0.0;0.0;155.605;0.0;155.605
0;0;11;0.0;132.713;0.0;12.051;0.0;144.764
0;0;12;0.0;0.0;0.0;139.148;0.0;139.148
0;0;13;0.0;0.0;0.0;137.114;0.0;137.114
0;0;14;0.0;0.0;0.0;199.471;0.0;199.471
0;0;15;0.0;0.0;0.0;197.477;0.0;197.477
0;0;16;0.0;62.738;0.0;128.192;0.0;190.93
0;0;17;0.0;0.0;0.0;56.5;0.0;56.5
0;0;18;0.0;0.0;0.0;219.12;0.0;219.12
0;0;19;0.0;0.0;0.0;133.195;0.0;133.195
0;0;20;0.0;0.0;0.0;234.723;0.0;234.723
0;0;21;0.0;0.0;0.0;180.067;0.0;180.067
0;0;22;0.0;0.0;0.0;180.825;0.0;180.825
0;0;23;0.0;0.0;0.0;36.401;0.0;36.401
0;0;24;0.0;0.0;0.0;19.626;0.0;19.626
0;0;25;0.0;0.0;0.0;165.206;0.0;165.206
0;0;26;0.0;0.0;0.0;167.043;0.0;167.043
0;0;27;0.0;0.0;0.0;176.491;0.0;176.491
0;0;28;0.0;0.0;0.0;195.16;0.0;195.16
0;0;29;0.0;0.0;0.0;196.147;0.0;196.147
0;0;30;0.0;0.0;0.0;201.589;0.0;201.589
0;0;31;0.0;0.0;0.0;225.757;0.0;225.757
0;0;32;0.0;0.0;0.0;234.701;0.0;234.701
0;0;33;0.0;0.0;0.0;219.743;0.0;219.743
0;0;34;0.0;0.0;0.0;209.488;0.0;209.488
0;0;35;0.0;0.0;0.0;203.177;0.0;203.177
0;0;36;0.0;0.0;0.0;192.982;0.0;192.982
0;0;37;0.0;211.53;0.0;0.0;0.0;211.53
0;0;38;0.0;219.592;0.0;0.0;0.0;219.592
0;0;39;0.0;133.934;0.0;0.0;0.0;133.934
0;0;40;0.0;0.0;0.0;184.469;0.0;184.469
0;0;41;0.0;0.0;0.0;201.999;0.0;201.999
