Support_Year;Cluster;Timestep;HP;EB
0;0;0;0.0;0.0
0;0;1;378.808;0.0
0;0;2;0.0;0.0
0;0;3;369.27;0.0
0;0;4;378.798;0.0
0;0;5;386.284;0.0
0;0;6;435.067;0.0
0;0;7;428.254;0.0
0;0;8;395.268;0.0
0;0;9;379.69;0.0
0;0;10;439.647;0.0
0;0;11;259.682;0.0
0;0;12;325.353;0.0
0;0;13;503.421;0.0
0;0;14;60.529;0.0
0;0;15;292.564;0.0
0;0;16;254.031;0.0
0;0;17;363.915;0.0
0;0;18;503.421;0.0
0;0;19;0.0;0.0
0;0;20;485.866;0.0
0;0;21;503.421;0.0
0;0;22;503.421;0.0
0;0;23;503.421;0.0
0;0;24;0.0;0.0
0;0;25;0.0;0.0
0;0;26;379.029;0.0
0;0;27;503.421;0.0
0;0;28;503.421;0.0
0;0;29;503.421;0.0
0;0;30;173.378;0.0
0;0;31;469.234;0.0
0;0;32;430.271;0.0
0;0;33;413.706;0.0
0;0;34;481.123;0.0
0;0;35;503.421;0.0
0;0;36;365.787;0.0
0;0;37;503.421;0.0
0;0;38;503.421;0.0
0;0;39;503.421;0.0
0;0;40;462.877;0.0
0;0;41;503.421;0.0
0;0;42;503.421;0.0
0;0;43;503.421;0.0
0;0;44;503.421;0.0
0;0;45;97.248;0.0
0;0;46;503.421;0.0
0;0;47;0.0;0.0
0;0;48;0.0;0.0
0;0;49;0.0;0.0
0;0;50;0.0;0.0
0;0;51;0.0;0.0
0;0;52;0.0;0.0
0;0;53;313.592;0.0
0;0;54;325.565;0.0
0;0;55;403.982;0.0
0;0;56;394.526;0.0
0;0;57;337.349;0.0
0;0;58;322.842;0.0
0;0;59;503.421;0.0
0;0;60;503.421;0.0
0;0;61;98.688;0.0
0;0;62;0.0;0.0
0;0;63;503.421;0.0
0;0;64;503.421;0.0
0;0;65;0.0;0.0
0;0;66;0.0;0.0
0;0;67;503.421;0.0
0;0;68;503.421;0.0
0;0;69;503.421;0.0
0;0;70;503.421;0.0
0;0;71;503.421;0.0
0;0;72;0.0;0.0
0;0;73;0.0;0.0
0;0;74;0.0;0.0
0;0;75;0.0;0.0
0;0;76;181.117;0.0
0;0;77;0.0;0.0
0;0;78;338.18;0.0
0;0;79;503.421;0.0
0;0;80;361.306;0.0
0;0;81;380.448;0.0
0;0;82;428.119;0.0
0;0;83;503.421;0.0
0;0;84;503.421;0.0
0;0;85;503.421;0.0
0;0;86;503.421;0.0
0;0;87;503.421;0.0
0;0;88;503.421;0.0
0;0;89;503.421;0.0
0;0;90;503.421;0.0
0;0;91;503.421;0.0
0;0;92;503.421;0.0
0;0;93;503.421;0.0
0;0;94;503.421;0.0
0;0;95;503.421;0.0
0;0;96;503.421;0.0
0;0;97;503.421;0.0
0;0;98;503.421;0.0
0;0;99;503.421;0.0
0;0;100;503.421;0.0
0;0;101;503.421;0.0
0;0;102;503.421;0.0
0;0;103;503.421;0.0
0;0;104;503.421;0.0
0;0;105;503.421;0.0
0;0;106;503.421;0.0
0;0;107;503.421;0.0
0;0;108;503.421;0.0
0;0;109;503.421;0.0
0;0;110;503.421;0.0
0;0;111;503.421;0.0
0;0;112;503.421;0.0
0;0;113;503.421;0.0
0;0;114;503.421;0.0
0;0;115;503.421;0.0
0;0;116;503.421;0.0
0;0;117;503.421;0.0
0;0;118;503.421;0.0
0;0;119;503.421;0.0
0;0;120;503.421;0.0
0;0;121;503.421;0.0
0;0;122;503.421;0.0
0;0;123;503.421;0.0
0;0;124;503.421;0.0
0;0;125;503.421;0.0
0;0;126;503.421;0.0
0;0;127;503.421;0.0
0;0;128;503.421;0.0
0;0;129;503.421;0.0
0;0;130;503.421;0.0
0;0;131;503.421;0.0
0;0;132;503.421;0.0
0;0;133;503.421;0.0
0;0;134;503.421;0.0
0;0;135;503.421;0.0
0;0;136;503.421;0.0
0;0;137;503.421;0.0
0;0;138;503.421;0.0
0;0;139;503.421;0.0
0;0;140;503.421;0.0
0;0;141;503.421;0.0
0;0;142;503.421;0.0
0;0;143;503.421;0.0
0;0;144;503.421;0.0
0;0;145;503.421;0.0
0;0;146;503.421;0.0
0;0;147;503.421;0.0
0;0;148;503.421;0.0
0;0;149;503.421;0.0
0;0;150;503.421;0.0
0;0;151;503.421;74.776
0;0;152;503.421;124.047
0;0;153;503.421;98.157
0;0;154;503.421;70.409
0;0;155;503.421;8.663
0;0;156;503.421;65.879
0;0;157;503.421;0.0
0;0;158;503.421;0.0
0;0;159;503.421;0.0
0;0;160;503.421;0.0
0;0;161;503.421;0.0
0;0;162;503.421;0.0
0;0;163;503.421;0.0
0;0;164;503.421;0.0
0;0;165;503.421;184.914
0;0;166;503.421;352.589
0;0;167;503.421;352.589
0;1;0;0.0;0.0
0;1;1;0.0;0.0
0;1;2;0.0;0.0
0;1;3;0.0;0.0
0;1;4;0.0;0.0
0;1;5;0.0;0.0
0;1;6;0.0;0.0
0;1;7;0.0;0.0
0;1;8;0.0;0.0
0;1;9;0.0;0.0
0;1;10;0.0;0.0
0;1;11;0.0;0.0
0;1;12;0.0;0.0
0;1;13;0.0;0.0
0;1;14;0.0;0.0
0;1;15;0.0;0.0
0;1;16;0.0;0.0
0;1;17;0.0;0.0
0;1;18;0.0;0.0
0;1;19;0.0;0.0
0;1;20;0.0;0.0
0;1;21;0.0;0.0
0;1;22;0.0;0.0
0;1;23;0.0;0.0
0;1;24;0.0;0.0
0;1;25;0.0;0.0
0;1;26;0.0;0.0
0;1;27;0.0;0.0
0;1;28;0.0;0.0
0;1;29;0.0;0.0
0;1;30;0.0;0.0
0;1;31;0.0;0.0
0;1;32;6.937;0.0
0;1;33;16.77;0.0
0;1;34;19.575;0.0
0;1;35;18.321;0.0
0;1;36;23.19;0.0
0;1;37;16.048;0.0
0;1;38;18.856;0.0
0;1;39;33.135;0.0
0;1;40;0.0;0.0
0;1;41;380.323;0.0
0;1;42;0.0;0.0
0;1;43;0.0;0.0
0;1;44;0.0;0.0
0;1;45;0.0;0.0
0;1;46;0.0;0.0
0;1;47;0.0;0.0
0;1;48;0.0;0.0
0;1;49;0.0;0.0
0;1;50;0.0;0.0
0;1;51;0.0;0.0
0;1;52;0.0;0.0
0;1;53;0.0;0.0
0;1;54;0.0;0.0
0;1;55;0.0;0.0
0;1;56;0.0;0.0
0;1;57;0.0;0.0
