Koordinatensystem : Lambert konform konisch
Rechtswert        : 3793500 Meter
Hochwert          : 2689500 Meter
Hoehenlage        : 49 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3793500 2689500  1  1  1   5.3  988 239  1.9 8  4.6  82    0    0 290 -317  2
3793500 2689500  1  1  2   4.6  988 258  1.8 7  4.5  83    0    0 292 -317  2
3793500 2689500  1  1  3   4.1  989 274  1.7 6  4.3  83    0    0 281 -316  2
3793500 2689500  1  1  4   3.9  990 278  1.7 5  4.3  83    0    0 265 -316  2
3793500 2689500  1  1  5   3.7  991 278  1.6 4  4.2  83    0    0 252 -316  2
3793500 2689500  1  1  6   3.4  991 283  2.0 4  4.2  83    0    0 248 -316  2
3793500 2689500  1  1  7   3.0  992 278  1.5 5  4.1  84    0    0 258 -315  2
3793500 2689500  1  1  8   3.5  992 282  1.4 6  4.0  82    0    0 267 -315  2
3793500 2689500  1  1  9   3.5  993 273  1.5 6  4.0  80    0    0 271 -315  2
3793500 2689500  1  1 10   3.4  994 273  2.4 7  4.0  81    2   38 275 -314  2
3793500 2689500  1  1 11   3.4  995 284  3.0 5  4.0  81    6   77 270 -313  2
3793500 2689500  1  1 12   3.6  996 283  3.8 5  3.9  78    6  102 260 -314  2
3793500 2689500  1  1 13   3.4  996 276  3.8 4  3.8  76    3  100 256 -314  2
3793500 2689500  1  1 14   2.5  996 281  4.5 6  3.8  79    0   60 259 -315  2
3793500 2689500  1  1 15   1.6  996 279  4.7 6  3.8  84    0   42 267 -315  2
3793500 2689500  1  1 16   2.4  996 276  4.9 6  3.6  81    0   28 266 -314  2
3793500 2689500  1  1 17   2.5  996 266  4.4 6  3.3  71    1   10 265 -313  2
3793500 2689500  1  1 18   1.2  997 280  5.4 6  3.2  73    0    0 262 -312  2
3793500 2689500  1  1 19   0.9  997 270  3.5 8  3.4  82    0    0 268 -311  2
3793500 2689500  1  1 20   1.0  997 265  3.9 6  3.5  85    0    0 270 -310  2
3793500 2689500  1  1 21   1.1  997 258  4.4 5  3.5  84    0    0 261 -309  2
3793500 2689500  1  1 22   1.2  997 260  4.3 7  3.4  81    0    0 266 -309  2
3793500 2689500  1  1 23   1.4  997 267  4.7 7  3.4  81    0    0 277 -311  2
3793500 2689500  1  1 24   0.8  998 265  4.6 7  3.6  86    0    0 278 -312  2
3793500 2689500  1  2  1   1.1  998 260  4.5 8  3.6  88    0    0 281 -313  2
3793500 2689500  1  2  2   1.4  998 261  3.5 7  3.6  86    0    0 283 -313  2
3793500 2689500  1  2  3   1.5  999 261  4.1 6  3.6  85    0    0 277 -313  2
3793500 2689500  1  2  4   1.5  999 265  3.5 6  3.6  84    0    0 275 -315  2
3793500 2689500  1  2  5   1.3  999 271  5.4 4  3.6  84    0    0 266 -315  2
3793500 2689500  1  2  6   1.4  999 272  6.3 4  3.5  83    0    0 257 -316  2
3793500 2689500  1  2  7   1.4 1000 272  5.9 6  3.6  85    0    0 267 -316  2
3793500 2689500  1  2  8   1.1 1000 272  4.6 8  3.7  88    0    0 286 -316  2
3793500 2689500  1  2  9   1.3 1000 272  5.4 8  3.8  90    0    0 296 -316  2
3793500 2689500  1  2 10   1.0 1001 280  6.3 7  3.8  90    0   16 291 -316  2
3793500 2689500  1  2 11   1.6 1001 283  5.7 6  3.9  91    0   46 279 -316  2
3793500 2689500  1  2 12   2.1 1002 284  5.5 5  4.0  90   19   88 269 -318  2
3793500 2689500  1  2 13   2.5 1003 302  4.7 6  4.0  88    0   57 272 -318  2
3793500 2689500  1  2 14   1.8 1004 295  2.3 7  4.0  90    0   31 283 -318  2
3793500 2689500  1  2 15   1.8 1005 318  2.4 8  3.9  90    0   28 294 -319  2
3793500 2689500  1  2 16   1.7 1006 317  2.6 8  4.0  91    0   15 300 -318  2
3793500 2689500  1  2 17   2.1 1007 326  2.4 8  4.0  91    0    1 300 -316  2
3793500 2689500  1  2 18   2.2 1009 311  2.7 8  4.0  89    0    0 300 -315  2
3793500 2689500  1  2 19   2.2 1010 317  2.9 7  3.9  88    0    0 294 -314  2
3793500 2689500  1  2 20   2.3 1011 319  2.6 6  3.9  87    0    0 283 -313  2
3793500 2689500  1  2 21   2.2 1013 318  2.6 6  3.8  86    0    0 277 -312  2
3793500 2689500  1  2 22   2.4 1014 306  2.8 7  3.8  85    0    0 284 -312  2
3793500 2689500  1  2 23   2.3 1015 318  3.1 7  3.8  85    0    0 289 -313  2
3793500 2689500  1  2 24   2.2 1016 326  2.2 6  3.8  85    0    0 282 -313  2
3793500 2689500  1  3  1   2.0 1017 315  1.9 7  3.7  84    0    0 283 -311  2
3793500 2689500  1  3  2   1.9 1018 331  1.9 7  3.7  85    0    0 288 -311  2
3793500 2689500  1  3  3   2.0 1018 348  1.2 7  3.7  85    0    0 290 -311  2
3793500 2689500  1  3  4   1.6 1019 327  0.7 7  3.7  86    0    0 289 -311  2
3793500 2689500  1  3  5   1.5 1020 326  1.1 8  3.7  87    0    0 292 -309  2
3793500 2689500  1  3  6   1.6 1021 347  0.5 8  3.7  87    0    0 297 -307  2
3793500 2689500  1  3  7   1.4 1021   4  0.5 8  3.7  87    0    0 297 -306  2
3793500 2689500  1  3  8   1.1 1022   8  1.9 8  3.6  87    0    0 294 -304  2
3793500 2689500  1  3  9   1.4 1023  17  1.6 8  3.5  84    0    0 292 -304  2
3793500 2689500  1  3 10   1.0 1024 294  1.6 8  3.3  82    0   31 289 -304  2
3793500 2689500  1  3 11   1.1 1025 358  1.3 7  3.3  82    1   62 283 -305  2
3793500 2689500  1  3 12   1.5 1025 357  1.1 7  3.4  82    0   54 280 -308  2
3793500 2689500  1  3 13   1.6 1026 348  1.2 8  3.3  80    0   57 287 -309  2
3793500 2689500  1  3 14   1.4 1026  27  1.7 8  3.2  78    0   50 291 -311  2
3793500 2689500  1  3 15   1.6 1026   9  1.9 7  3.2  78    0   47 284 -312  2
3793500 2689500  1  3 16   1.5 1026  22  0.7 8  3.3  78    2   37 281 -311  2
3793500 2689500  1  3 17   1.1 1026  23  1.2 5  3.3  80    0    7 268 -310  2
3793500 2689500  1  3 18   0.1 1026  40  0.5 4  3.2  82    0    0 245 -307  2
3793500 2689500  1  3 19  -0.5 1027  65  0.7 1  3.0  82    0    0 225 -304  2
3793500 2689500  1  3 20  -0.5 1027  40  1.1 1  2.9  80    0    0 212 -302  2
3793500 2689500  1  3 21  -1.0 1027  39  1.0 1  2.8  80    0    0 211 -301  2
3793500 2689500  1  3 22  -2.5 1027 109  0.9 1  2.7  82    0    0 208 -300  2
3793500 2689500  1  3 23  -1.9 1028  57  0.0 1  2.6  83    0    0 207 -299  2
3793500 2689500  1  3 24  -2.2 1028 118  0.9 0  2.7  83    0    0 204 -298  2
3793500 2689500  1  4  1  -2.9 1028 109  0.6 1  2.6  83    0    0 202 -297  2
3793500 2689500  1  4  2  -3.2 1028 149  1.1 2  2.4  82    0    0 208 -296  2
3793500 2689500  1  4  3  -4.1 1028 124  0.6 1  2.3  82    0    0 206 -295  2
