Koordinatensystem : Lambert konform konisch
Rechtswert        : 4131500 Meter
Hochwert          : 3035500 Meter
Hoehenlage        : 2 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
4131500 3035500  1  1  1   3.1  984 220  3.3 8  4.0  83    0    0 286 -318  1
4131500 3035500  1  1  2   3.0  984 214  3.1 7  4.0  82    0    0 290 -318  1
4131500 3035500  1  1  3   2.9  985 252  3.1 6  4.0  83    0    0 284 -318  1
4131500 3035500  1  1  4   2.9  985 250  3.0 5  4.0  84    0    0 257 -317  1
4131500 3035500  1  1  5   2.8  985 250  3.2 4  4.0  84    0    0 234 -319  1
4131500 3035500  1  1  6   3.0  985 250  2.9 4  4.1  86    0    0 241 -321  1
4131500 3035500  1  1  7   2.6  985 253  3.2 4  4.0  85    0    0 252 -321  1
4131500 3035500  1  1  8   2.2  985 259  7.1 6  4.0  87    0    0 262 -319  1
4131500 3035500  1  1  9   2.2  985 250  4.7 7  3.9  86    0    0 275 -319  1
4131500 3035500  1  1 10   2.1  985 251  5.8 7  3.8  83    2   35 280 -319  1
4131500 3035500  1  1 11   2.1  986 260  9.0 7  3.6  79    0   41 278 -319  1
4131500 3035500  1  1 12   2.1  986 270  9.7 5  3.4  76    0   72 268 -319  1
4131500 3035500  1  1 13   2.5  986 263  8.3 7  3.3  72    2   87 268 -319  1
4131500 3035500  1  1 14   2.5  986 268  8.1 8  3.3  70    0   66 280 -318  1
4131500 3035500  1  1 15   2.5  986 259  7.4 6  3.2  69    0   37 275 -317  1
4131500 3035500  1  1 16   1.1  986 281 11.7 7  3.4  76    0   12 268 -317  1
4131500 3035500  1  1 17   1.3  987 271  8.9 8  3.6  84    0    0 275 -316  1
4131500 3035500  1  1 18   1.4  987 262  8.6 7  3.4  80    0    0 276 -316  1
4131500 3035500  1  1 19   1.5  987 252  4.8 5  3.4  78    0    0 267 -315  1
4131500 3035500  1  1 20   0.6  988 239  5.0 5  3.4  81    0    0 259 -315  1
4131500 3035500  1  1 21   0.0  988 241  5.3 6  3.4  87    0    0 262 -315  1
4131500 3035500  1  1 22  -0.2  988 240  4.2 8  3.5  91    0    0 274 -315  1
4131500 3035500  1  1 23   0.1  988 237  5.0 8  3.5  90    0    0 285 -316  1
4131500 3035500  1  1 24   0.3  988 249  4.0 7  3.4  86    0    0 283 -316  1
4131500 3035500  1  2  1   0.2  989 240  3.6 7  3.5  87    0    0 282 -315  1
4131500 3035500  1  2  2   0.0  989 240  4.2 8  3.5  90    0    0 289 -314  1
4131500 3035500  1  2  3  -0.3  989 221  2.8 6  3.4  89    0    0 285 -314  1
4131500 3035500  1  2  4  -0.1  990 230  2.4 7  3.4  90    0    0 282 -315  1
4131500 3035500  1  2  5   0.1  990 230  1.3 7  3.5  90    0    0 289 -316  1
4131500 3035500  1  2  6   0.3  990 280  5.2 8  3.5  90    0    0 294 -316  1
4131500 3035500  1  2  7  -0.3  991 258  4.6 8  3.6  92    0    0 299 -316  1
4131500 3035500  1  2  8   0.3  991 338  5.2 7  3.7  94    0    0 294 -316  1
4131500 3035500  1  2  9   0.4  993 339  4.2 7  3.7  94    0    0 289 -316  1
4131500 3035500  1  2 10   0.8  994 339  5.7 7  3.8  94    0   26 288 -315  1
4131500 3035500  1  2 11   0.5  996 348  6.2 6  3.8  93   60   28 281 -315  1
4131500 3035500  1  2 12   0.7  997 348  6.6 8  3.7  92    4   71 288 -316  1
4131500 3035500  1  2 13   0.4  999   8  6.7 7  3.6  91    0   29 296 -317  1
4131500 3035500  1  2 14   0.7 1000  28  3.0 5  3.3  83    0   34 278 -317  1
4131500 3035500  1  2 15   1.2 1002  19  2.2 4  3.1  74    0   29 262 -317  1
4131500 3035500  1  2 16   1.3 1004 359  2.0 5  3.1  75    0   11 265 -316  1
4131500 3035500  1  2 17   0.5 1006 359  1.6 7  3.4  82    0    0 282 -315  1
4131500 3035500  1  2 18   1.1 1007   0  2.0 8  3.6  90    0    0 299 -314  1
4131500 3035500  1  2 19   1.5 1009 349  1.9 8  3.7  88    0    0 307 -314  1
4131500 3035500  1  2 20   1.9 1011  19  2.7 8  3.5  80    0    0 306 -314  1
4131500 3035500  1  2 21   1.8 1012 350  2.6 7  3.4  79    0    0 300 -314  1
4131500 3035500  1  2 22   1.8 1014   2  6.8 7  3.5  80    0    0 294 -314  1
4131500 3035500  1  2 23   1.8 1016   2  4.7 7  3.3  77    0    0 294 -314  1
4131500 3035500  1  2 24   1.6 1017 352  2.6 8  3.3  78    0    0 300 -314  1
4131500 3035500  1  3  1   1.3 1018 353  6.3 8  3.4  82    0    0 305 -314  1
4131500 3035500  1  3  2   2.1 1019  33  6.5 8  3.4  80    0    0 306 -314  1
4131500 3035500  1  3  3   2.1 1020  22  7.0 8  3.3  76    0    0 307 -313  1
4131500 3035500  1  3  4   2.0 1021  24  6.2 7  3.3  74    0    0 300 -312  1
4131500 3035500  1  3  5   1.3 1023  25  6.2 4  3.0  71    0    0 274 -311  1
4131500 3035500  1  3  6   0.8 1024  46  6.4 1  2.8  69    0    0 238 -309  1
4131500 3035500  1  3  7   0.7 1025  37  2.0 0  2.7  69    0    0 214 -309  1
4131500 3035500  1  3  8   0.5 1026  37  4.7 0  2.6  66    0    0 207 -307  1
4131500 3035500  1  3  9   0.4 1027  36  4.3 0  2.5  64    0    2 206 -304  1
4131500 3035500  1  3 10   0.6 1028  25  4.2 0  2.5  65   52   10 205 -303  1
4131500 3035500  1  3 11   1.0 1029  35  2.0 0  2.5  63  122   25 205 -303  1
4131500 3035500  1  3 12   1.2 1030  25  2.7 1  2.5  62  134   27 209 -305  1
4131500 3035500  1  3 13   0.9 1031 355  1.8 0  2.7  66  136   28 208 -307  1
4131500 3035500  1  3 14   1.0 1031 355  1.9 2  2.7  68   53   64 213 -307  1
4131500 3035500  1  3 15   1.2 1031 343  2.4 2  2.5  62   31   48 224 -306  1
4131500 3035500  1  3 16   1.1 1031 342  1.4 2  2.3  58    0   19 223 -304  1
4131500 3035500  1  3 17   0.6 1032 353  1.1 1  2.3  58    0    0 216 -301  1
4131500 3035500  1  3 18   0.4 1032  15  1.9 0  2.3  59    0    0 206 -299  1
